Year,Nation1,Nation2,Nations,Frequency
1844,africa,NA,africa:NA,45
1844,england,NA,england:NA,9
1844,danish,NA,danish:NA,1
1844,dominica,NA,dominica:NA,17
1844,canada,NA,canada:NA,11
1844,france,morocco,france:morocco,2
1844,scotland,NA,scotland:NA,75
1844,tahiti,NA,tahiti:NA,61
1844,russia,NA,russia:NA,45
1844,guernsey,NA,guernsey:NA,18
1844,wales,NA,wales:NA,6
1844,france,NA,france:NA,17
1844,spain,NA,spain:NA,20
1844,france,portugal,france:portugal,1
1844,tahiti,morocco,tahiti:morocco,1
1844,tunis,NA,tunis:NA,1
1844,england,ireland,england:ireland,1
1844,china,NA,china:NA,47
1844,ireland,NA,ireland:NA,791
1844,java,NA,java:NA,26
1844,india,NA,india:NA,1
1844,south wales,NA,south wales:NA,18
1845,antarctic,NA,antarctic:NA,1
1845,england and wales,NA,england and wales:NA,53
1845,colonial,NA,colonial:NA,1
1845,united states,NA,united states:NA,5
1845,syria,NA,syria:NA,2
1845,bengal,NA,bengal:NA,25
1845,malta,NA,malta:NA,14
1845,new zealand,NA,new zealand:NA,46
1845,south africa,NA,south africa:NA,14
1845,greece,NA,greece:NA,15
1845,germany,NA,germany:NA,24
1845,newfoundland,NA,newfoundland:NA,27
1845,spanish,NA,spanish:NA,1
1845,channel islands,NA,channel islands:NA,5
1845,the brazils,NA,the brazils:NA,15
1845,australia,NA,australia:NA,78
1845,hong kong,NA,hong kong:NA,1
1845,ireland,scotland,ireland:scotland,1
1845,africa,NA,africa:NA,6
1845,america,NA,america:NA,26
1845,brazils,NA,brazils:NA,36
1845,spanish,colonial,spanish:colonial,2
1845,lebanon,NA,lebanon:NA,5
1845,the channel islands,NA,the channel islands:NA,12
1845,scotland,NA,scotland:NA,719
1845,tahiti,NA,tahiti:NA,21
1845,wales,NA,wales:NA,30
1845,guernsey,NA,guernsey:NA,9
1845,scotland,ireland,scotland:ireland,2
1845,the continent,NA,the continent:NA,22
1845,england,ireland,england:ireland,1
1845,china,NA,china:NA,13
1845,brazil,NA,brazil:NA,61
1845,ireland,NA,ireland:NA,1330
1845,continent,NA,continent:NA,4
1845,turkey,NA,turkey:NA,24
1845,jersey,NA,jersey:NA,9
1845,india,NA,india:NA,65
1845,south wales,NA,south wales:NA,1
1846,england,NA,england:NA,11
1846,colonial,NA,colonial:NA,10
1846,central,NA,central:NA,10
1846,canada,NA,canada:NA,52
1846,malta,NA,malta:NA,17
1846,new zealand,NA,new zealand:NA,18
1846,south australia,NA,south australia:NA,1
1846,greece,NA,greece:NA,13
1846,spanish,NA,spanish:NA,4
1846,channel islands,NA,channel islands:NA,5
1846,mexico,NA,mexico:NA,1
1846,colonies,NA,colonies:NA,15
1846,australia,NA,australia:NA,63
1846,new south wales,NA,new south wales:NA,1
1846,the colonies,NA,the colonies:NA,12
1846,spanish,colonies,spanish:colonies,1
1846,america,NA,america:NA,20
1846,danish,NA,danish:NA,10
1846,russia,turkey,russia:turkey,1
1846,shetland,NA,shetland:NA,35
1846,west indies,NA,west indies:NA,19
1846,the spanish colonies,NA,the spanish colonies:NA,21
1846,the channel islands,NA,the channel islands:NA,9
1846,russia,NA,russia:NA,26
1846,scotland,NA,scotland:NA,227
1846,wales,NA,wales:NA,34
1846,scotland,ireland,scotland:ireland,1
1846,ireland,NA,ireland:NA,1961
1846,turkey,NA,turkey:NA,12
1846,jersey,NA,jersey:NA,1
1846,east india,NA,east india:NA,1
1846,india,NA,india:NA,164
1846,south wales,NA,south wales:NA,4
1847,switzerland,NA,switzerland:NA,33
1847,england,NA,england:NA,68
1847,colonial,NA,colonial:NA,13
1847,netherlands,NA,netherlands:NA,28
1847,the country,NA,the country:NA,48
1847,colonial,ireland,colonial:ireland,1
1847,united states,NA,united states:NA,37
1847,canada,NA,canada:NA,1
1847,oman,ireland,oman:ireland,1
1847,tobago,NA,tobago:NA,1
1847,the hebrides,NA,the hebrides:NA,29
1847,france,NA,france:NA,1
1847,england,scotland,england:scotland,2
1847,new zealand,NA,new zealand:NA,19
1847,newfoundland,NA,newfoundland:NA,23
1847,greece,NA,greece:NA,24
1847,british and colonial,NA,british and colonial:NA,1
1847,spanish,NA,spanish:NA,23
1847,portugal,NA,portugal:NA,110
1847,channel islands,NA,channel islands:NA,1
1847,colonies,NA,colonies:NA,28
1847,australia,NA,australia:NA,21
1847,united states,mexico,united states:mexico,1
1847,the colonies,NA,the colonies:NA,137
1847,jews,NA,jews:NA,60
1847,mexico,united states,mexico:united states,1
1847,hebrides,NA,hebrides:NA,4
1847,west indies,NA,west indies:NA,1
1847,berbice,NA,berbice:NA,1
1847,scotland,NA,scotland:NA,335
1847,prussia,NA,prussia:NA,70
1847,russia,NA,russia:NA,28
1847,scotland,ireland,scotland:ireland,1
1847,spain,NA,spain:NA,36
1847,west india,NA,west india:NA,9
1847,trinidad,NA,trinidad:NA,1
1847,china,NA,china:NA,28
1847,brazil,NA,brazil:NA,17
1847,west,NA,west:NA,12
1847,ireland,NA,ireland:NA,3573
1847,europe,NA,europe:NA,18
1847,india,NA,india:NA,125
1848,mauritius,NA,mauritius:NA,16
1848,switzerland,NA,switzerland:NA,1
1848,sicily,NA,sicily:NA,72
1848,colonial,NA,colonial:NA,11
1848,the country,NA,the country:NA,48
1848,canada,NA,canada:NA,31
1848,tobago,NA,tobago:NA,14
1848,france,NA,france:NA,132
1848,demerara,NA,demerara:NA,1
1848,new zealand,NA,new zealand:NA,3
1848,greece,NA,greece:NA,12
1848,portugal,NA,portugal:NA,2
1848,spanish,NA,spanish:NA,23
1848,colonies,NA,colonies:NA,8
1848,colonial,west india,colonial:west india,1
1848,the shetland islands,NA,the shetland islands:NA,15
1848,australia,NA,australia:NA,15
1848,new south wales,NA,new south wales:NA,1
1848,jews,NA,jews:NA,42
1848,the colonies,NA,the colonies:NA,26
1848,austria,italy,austria:italy,1
1848,jamaica,NA,jamaica:NA,2
1848,austria,NA,austria:NA,10
1848,west india,colonies,west india:colonies,1
1848,west indies,NA,west indies:NA,27
1848,borneo,NA,borneo:NA,27
1848,scotland,NA,scotland:NA,278
1848,prussia,NA,prussia:NA,21
1848,russia,NA,russia:NA,1
1848,wales,NA,wales:NA,27
1848,spain,NA,spain:NA,30
1848,shetland islands,NA,shetland islands:NA,4
1848,poland,NA,poland:NA,1
1848,china,NA,china:NA,27
1848,brazil,NA,brazil:NA,1
1848,ireland,NA,ireland:NA,1395
1848,nova scotia,NA,nova scotia:NA,1
1848,italy,NA,italy:NA,74
1848,scotland,scotland,scotland:scotland,1
1848,south wales,NA,south wales:NA,4
1849,denmark,NA,denmark:NA,23
1849,oman,the colonies,oman:the colonies,1
1849,england,wales,england:wales,1
1849,sicily,NA,sicily:NA,122
1849,england,france,england:france,1
1849,england,NA,england:NA,36
1849,kaffir,NA,kaffir:NA,5
1849,colonial,NA,colonial:NA,3
1849,colonial,british guiana,colonial:british guiana,1
1849,united states,NA,united states:NA,50
1849,canada,NA,canada:NA,80
1849,austria,sardinia,austria:sardinia,1
1849,france,NA,france:NA,20
1849,south africa,NA,south africa:NA,19
1849,new zealand,NA,new zealand:NA,19
1849,antigua,NA,antigua:NA,1
1849,spanish,NA,spanish:NA,11
1849,channel islands,NA,channel islands:NA,1
1849,colonies,NA,colonies:NA,63
1849,australia,NA,australia:NA,43
1849,british guiana,NA,british guiana:NA,2
1849,punjab,NA,punjab:NA,56
1849,new south wales,NA,new south wales:NA,17
1849,africa,NA,africa:NA,6
1849,the colonies,NA,the colonies:NA,50
1849,russia,turkey,russia:turkey,2
1849,danish,NA,danish:NA,1
1849,guiana,NA,guiana:NA,16
1849,hungary,NA,hungary:NA,58
1849,west indies,NA,west indies:NA,37
1849,scotland,NA,scotland:NA,247
1849,wales,NA,wales:NA,41
1849,spain,NA,spain:NA,43
1849,russia,austria,russia:austria,1
1849,denmark,germany,denmark:germany,1
1849,austria,hungary,austria:hungary,1
1849,arctic,NA,arctic:NA,5
1849,punjaub,NA,punjaub:NA,90
1849,ireland,NA,ireland:NA,2224
1849,nova scotia,NA,nova scotia:NA,1
1849,scotland,scotland,scotland:scotland,1
1849,italy,NA,italy:NA,216
1849,tuscany,NA,tuscany:NA,12
1849,east india,NA,east india:NA,1
1849,india,NA,india:NA,76
1849,south wales,NA,south wales:NA,4
1850,oman,the colonies,oman:the colonies,1
1850,england,france,england:france,1
1850,colonial,NA,colonial:NA,1
1850,the country,NA,the country:NA,13
1850,oman,ireland,oman:ireland,1
1850,denmark,prussia,denmark:prussia,1
1850,malta,NA,malta:NA,5
1850,cape colony,NA,cape colony:NA,5
1850,new zealand,NA,new zealand:NA,8
1850,home,NA,home:NA,1
1850,greece,NA,greece:NA,158
1850,colonies,NA,colonies:NA,232
1850,australia,NA,australia:NA,119
1850,hong kong,NA,hong kong:NA,8
1850,punjab,NA,punjab:NA,19
1850,new south wales,NA,new south wales:NA,1
1850,british guiana,NA,british guiana:NA,8
1850,jews,NA,jews:NA,22
1850,the colonies,NA,the colonies:NA,34
1850,guiana,NA,guiana:NA,8
1850,west indies,NA,west indies:NA,59
1850,cuba,NA,cuba:NA,29
1850,borneo,NA,borneo:NA,1
1850,scotland,NA,scotland:NA,81
1850,wales,NA,wales:NA,41
1850,spain,NA,spain:NA,57
1850,oman,malta,oman:malta,1
1850,arctic,NA,arctic:NA,10
1850,africa,danish,africa:danish,1
1850,prussia,denmark,prussia:denmark,1
1850,gold coast,NA,gold coast:NA,21
1850,ireland,NA,ireland:NA,2607
1850,tuscany,NA,tuscany:NA,38
1850,south wales,NA,south wales:NA,4
1850,india,NA,india:NA,88
1851,denmark,NA,denmark:NA,1
1851,england,NA,england:NA,41
1851,kaffir,NA,kaffir:NA,106
1851,colonial,NA,colonial:NA,1
1851,united states,NA,united states:NA,26
1851,central,NA,central:NA,1
1851,canada,NA,canada:NA,19
1851,home,NA,home:NA,1
1851,colonies,NA,colonies:NA,5
1851,belgium,NA,belgium:NA,14
1851,australia,NA,australia:NA,19
1851,british guiana,NA,british guiana:NA,1
1851,the colonies,NA,the colonies:NA,31
1851,jews,NA,jews:NA,42
1851,danish,NA,danish:NA,1
1851,papal,NA,papal:NA,9
1851,guiana,NA,guiana:NA,8
1851,england,the colonies,england:the colonies,1
1851,borneo,NA,borneo:NA,18
1851,scotland,NA,scotland:NA,136
1851,spain,NA,spain:NA,22
1851,arctic,NA,arctic:NA,5
1851,ireland,NA,ireland:NA,315
1851,turkey,NA,turkey:NA,36
1851,east india,NA,east india:NA,19
1851,india,NA,india:NA,90
1852,england,NA,england:NA,42
1852,colonial,NA,colonial:NA,7
1852,egypt,turkey,egypt:turkey,1
1852,argentine,NA,argentine:NA,21
1852,the colonies,jamaica,the colonies:jamaica,1
1852,central,NA,central:NA,29
1852,canada,NA,canada:NA,44
1852,france,NA,france:NA,211
1852,new zealand,NA,new zealand:NA,203
1852,south africa,NA,south africa:NA,38
1852,south australia,NA,south australia:NA,15
1852,india,china,india:china,1
1852,colonies,NA,colonies:NA,61
1852,australia,NA,australia:NA,40
1852,belgium,NA,belgium:NA,41
1852,new south wales,NA,new south wales:NA,33
1852,africa,NA,africa:NA,33
1852,the colonies,NA,the colonies:NA,62
1852,kafir,NA,kafir:NA,82
1852,america,NA,america:NA,81
1852,austria,NA,austria:NA,113
1852,hungary,NA,hungary:NA,76
1852,west india,colonies,west india:colonies,2
1852,borneo,NA,borneo:NA,2
1852,auckland islands,NA,auckland islands:NA,5
1852,scotland,NA,scotland:NA,196
1852,prussia,NA,prussia:NA,1
1852,russia,NA,russia:NA,1
1852,wales,NA,wales:NA,18
1852,lagos,NA,lagos:NA,16
1852,spain,NA,spain:NA,33
1852,gibraltar,NA,gibraltar:NA,35
1852,west india,NA,west india:NA,2
1852,lobos,NA,lobos:NA,44
1852,arctic,NA,arctic:NA,5
1852,brazil,NA,brazil:NA,2
1852,west,NA,west:NA,25
1852,ireland,NA,ireland:NA,980
1852,egypt,NA,egypt:NA,28
1852,tuscany,NA,tuscany:NA,68
1852,sardinia,NA,sardinia:NA,1
1852,east india,NA,east india:NA,6
1852,india,NA,india:NA,64
1852,south wales,NA,south wales:NA,12
1853,denmark,NA,denmark:NA,28
1853,colonial,NA,colonial:NA,4
1853,canada,NA,canada:NA,128
1853,paraguay,NA,paraguay:NA,34
1853,india,india,india:india,1
1853,malta,NA,malta:NA,33
1853,france,NA,france:NA,76
1853,new zealand,NA,new zealand:NA,5
1853,liberia,NA,liberia:NA,18
1853,portugal,NA,portugal:NA,18
1853,colonies,NA,colonies:NA,34
1853,australia,NA,australia:NA,56
1853,jews,NA,jews:NA,18
1853,kafir,NA,kafir:NA,23
1853,jamaica,NA,jamaica:NA,42
1853,russia,turkey,russia:turkey,1
1853,danish,NA,danish:NA,5
1853,austria,NA,austria:NA,1
1853,victoria,NA,victoria:NA,10
1853,cuba,NA,cuba:NA,45
1853,borneo,NA,borneo:NA,5
1853,ireland,ireland,ireland:ireland,1
1853,scotland,NA,scotland:NA,447
1853,turkey,montenegro,turkey:montenegro,1
1853,russia,NA,russia:NA,23
1853,spain,NA,spain:NA,26
1853,west india,NA,west india:NA,5
1853,colony of victoria,NA,colony of victoria:NA,5
1853,arctic,NA,arctic:NA,1
1853,oman,india,oman:india,1
1853,holland,belgium,holland:belgium,1
1853,england,ireland,england:ireland,1
1853,china,NA,china:NA,18
1853,west,NA,west:NA,1
1853,ireland,NA,ireland:NA,1064
1853,tuscany,NA,tuscany:NA,24
1853,turkey,NA,turkey:NA,12
1853,italy,NA,italy:NA,35
1853,east india,NA,east india:NA,1
1853,india,NA,india:NA,600
1854,mauritius,NA,mauritius:NA,23
1854,colonial,NA,colonial:NA,23
1854,united states,NA,united states:NA,61
1854,canada,NA,canada:NA,103
1854,japan,NA,japan:NA,27
1854,malta,NA,malta:NA,30
1854,new zealand,NA,new zealand:NA,72
1854,south australia,NA,south australia:NA,50
1854,crimea,NA,crimea:NA,24
1854,newfoundland,NA,newfoundland:NA,6
1854,greece,NA,greece:NA,19
1854,the crimea,NA,the crimea:NA,200
1854,colonies,NA,colonies:NA,4
1854,australia,NA,australia:NA,65
1854,singapore,NA,singapore:NA,30
1854,the colonies,NA,the colonies:NA,20
1854,kafir,NA,kafir:NA,5
1854,austria,NA,austria:NA,20
1854,west indies,NA,west indies:NA,63
1854,cuba,NA,cuba:NA,37
1854,ireland,ireland,ireland:ireland,4
1854,russia,NA,russia:NA,496
1854,scotland,NA,scotland:NA,574
1854,austria,prussia,austria:prussia,1
1854,prussia,NA,prussia:NA,26
1854,turkey,greece,turkey:greece,1
1854,scotland,ireland,scotland:ireland,1
1854,spain,NA,spain:NA,1
1854,gibraltar,NA,gibraltar:NA,27
1854,russia,austria,russia:austria,1
1854,west india,NA,west india:NA,31
1854,denmark,sweden,denmark:sweden,1
1854,arctic,NA,arctic:NA,7
1854,west,NA,west:NA,14
1854,ireland,NA,ireland:NA,1162
1854,turkey,NA,turkey:NA,85
1854,east india,NA,east india:NA,2
1854,india,NA,india:NA,16
1855,colonial,NA,colonial:NA,36
1855,united states,NA,united states:NA,5
1855,oman,ireland,oman:ireland,2
1855,canada,NA,canada:NA,15
1855,japan,NA,japan:NA,1
1855,finland,NA,finland:NA,25
1855,france,NA,france:NA,92
1855,venezuela,NA,venezuela:NA,17
1855,crimea,NA,crimea:NA,155
1855,newfoundland,NA,newfoundland:NA,11
1855,the crimea,NA,the crimea:NA,758
1855,colonies,NA,colonies:NA,12
1855,australia,NA,australia:NA,86
1855,new south wales,NA,new south wales:NA,2
1855,the colonies,NA,the colonies:NA,56
1855,america,NA,america:NA,54
1855,new south wales,australia,new south wales:australia,1
1855,the crimea,india,the crimea:india,1
1855,austria,NA,austria:NA,23
1855,victoria,NA,victoria:NA,5
1855,west india,colonies,west india:colonies,1
1855,scotland,NA,scotland:NA,462
1855,russia,NA,russia:NA,136
1855,prussia,NA,prussia:NA,14
1855,scotland,ireland,scotland:ireland,3
1855,wales,NA,wales:NA,44
1855,gibraltar,NA,gibraltar:NA,51
1855,west india,NA,west india:NA,10
1855,poland,NA,poland:NA,19
1855,arctic,NA,arctic:NA,5
1855,england,ireland,england:ireland,1
1855,china,NA,china:NA,13
1855,ireland,NA,ireland:NA,1073
1855,turkey,NA,turkey:NA,23
1855,sardinia,NA,sardinia:NA,181
1855,india,east india,india:east india,1
1855,east india,NA,east india:NA,31
1855,india,NA,india:NA,75
1855,south wales,NA,south wales:NA,8
1856,england,NA,england:NA,28
1856,united states,NA,united states:NA,511
1856,canada,NA,canada:NA,34
1856,japan,NA,japan:NA,17
1856,demerara,NA,demerara:NA,20
1856,new zealand,NA,new zealand:NA,25
1856,crimea,NA,crimea:NA,44
1856,tasmania,NA,tasmania:NA,17
1856,greece,NA,greece:NA,29
1856,the crimea,NA,the crimea:NA,335
1856,spanish,NA,spanish:NA,21
1856,colonies,NA,colonies:NA,63
1856,the brazils,NA,the brazils:NA,20
1856,australia,NA,australia:NA,156
1856,belgium,NA,belgium:NA,16
1856,the colonies,NA,the colonies:NA,23
1856,brazils,NA,brazils:NA,4
1856,west indies,NA,west indies:NA,47
1856,scotland,NA,scotland:NA,608
1856,russia,NA,russia:NA,91
1856,prussia,NA,prussia:NA,22
1856,wales,NA,wales:NA,12
1856,spain,NA,spain:NA,36
1856,west india,NA,west india:NA,1
1856,poland,NA,poland:NA,1
1856,arctic,NA,arctic:NA,11
1856,oman,india,oman:india,1
1856,england,ireland,england:ireland,1
1856,china,NA,china:NA,38
1856,gold coast,NA,gold coast:NA,37
1856,central,america,central:america,2
1856,imperial,NA,imperial:NA,1
1856,ireland,NA,ireland:NA,1740
1856,turkey,NA,turkey:NA,12
1856,italy,NA,italy:NA,72
1856,east india,NA,east india:NA,12
1856,united kingdom,NA,united kingdom:NA,24
1856,india,NA,india:NA,157
1856,south wales,NA,south wales:NA,2
1857,mauritius,NA,mauritius:NA,15
1857,united states,new granada,united states:new granada,1
1857,central africa,NA,central africa:NA,21
1857,the country,NA,the country:NA,13
1857,peru,NA,peru:NA,53
1857,bengal,NA,bengal:NA,27
1857,malta,NA,malta:NA,24
1857,the argentine republic,NA,the argentine republic:NA,24
1857,crimea,NA,crimea:NA,8
1857,india,china,india:china,2
1857,greece,NA,greece:NA,25
1857,the crimea,NA,the crimea:NA,39
1857,france,austria,france:austria,2
1857,australia,NA,australia:NA,81
1857,british guiana,NA,british guiana:NA,21
1857,africa,NA,africa:NA,22
1857,ireland,scotland,ireland:scotland,1
1857,jews,NA,jews:NA,31
1857,danish,NA,danish:NA,1
1857,guiana,NA,guiana:NA,16
1857,argentine republic,NA,argentine republic:NA,4
1857,austria,NA,austria:NA,59
1857,victoria,NA,victoria:NA,6
1857,scotland,NA,scotland:NA,351
1857,russia,NA,russia:NA,12
1857,west india,NA,west india:NA,1
1857,honduras,NA,honduras:NA,1
1857,arctic,NA,arctic:NA,6
1857,china,NA,china:NA,120
1857,australia,new zealand,australia:new zealand,1
1857,west,NA,west:NA,1
1857,brazil,NA,brazil:NA,1
1857,ireland,NA,ireland:NA,664
1857,italy,NA,italy:NA,12
1857,india,NA,india:NA,563
1858,new caledonia,NA,new caledonia:NA,45
1858,india,america,india:america,1
1858,jews,NA,jews:NA,4
1858,england,NA,england:NA,48
1858,caledonia,NA,caledonia:NA,12
1858,victoria,NA,victoria:NA,10
1858,west indies,NA,west indies:NA,27
1858,united states,NA,united states:NA,22
1858,bengal,NA,bengal:NA,34
1858,scotland,NA,scotland:NA,211
1858,malta,NA,malta:NA,15
1858,wales,NA,wales:NA,39
1858,new zealand,NA,new zealand:NA,3
1858,china,NA,china:NA,98
1858,portugal,NA,portugal:NA,12
1858,brazil,NA,brazil:NA,1
1858,ireland,NA,ireland:NA,427
1858,east india,NA,east india:NA,12
1858,india,NA,india:NA,575
1858,hong kong,NA,hong kong:NA,29
1859,england,NA,england:NA,26
1859,central,NA,central:NA,1
1859,new south wales,queensland,new south wales:queensland,1
1859,united states,NA,united states:NA,23
1859,france,NA,france:NA,6
1859,new zealand,NA,new zealand:NA,1
1859,portugal,turkey,portugal:turkey,1
1859,germany,NA,germany:NA,25
1859,mexico,NA,mexico:NA,34
1859,colonies,NA,colonies:NA,8
1859,italy,austria,italy:austria,1
1859,france,russia,france:russia,1
1859,the colonies,NA,the colonies:NA,54
1859,jamaica,NA,jamaica:NA,1
1859,india,trinidad,india:trinidad,1
1859,scotland,NA,scotland:NA,93
1859,west india,NA,west india:NA,5
1859,trinidad,NA,trinidad:NA,22
1859,china,NA,china:NA,12
1859,italy,central,italy:central,1
1859,ireland,NA,ireland:NA,407
1859,italy,NA,italy:NA,192
1859,europe,NA,europe:NA,42
1859,jersey,NA,jersey:NA,1
1859,east india,NA,east india:NA,2
1859,montenegro,NA,montenegro:NA,1
1859,india,NA,india:NA,119
1860,sicily,NA,sicily:NA,82
1860,england,NA,england:NA,33
1860,bermuda,NA,bermuda:NA,60
1860,central,NA,central:NA,1
1860,united states,NA,united states:NA,36
1860,syria,NA,syria:NA,35
1860,spain,morocco,spain:morocco,3
1860,japan,NA,japan:NA,12
1860,france,NA,france:NA,387
1860,tasmania,NA,tasmania:NA,61
1860,greece,NA,greece:NA,1
1860,spanish,NA,spanish:NA,32
1860,the crimea,NA,the crimea:NA,24
1860,savoy,nice,savoy:nice,14
1860,colonies,NA,colonies:NA,8
1860,singapore,NA,singapore:NA,1
1860,hong kong,NA,hong kong:NA,18
1860,savoy,NA,savoy:NA,62
1860,africa,NA,africa:NA,11
1860,jews,NA,jews:NA,2
1860,the colonies,NA,the colonies:NA,53
1860,america,NA,america:NA,7
1860,hungary,NA,hungary:NA,10
1860,italy,france,italy:france,1
1860,russia,NA,russia:NA,1
1860,scotland,NA,scotland:NA,53
1860,spain,NA,spain:NA,34
1860,china,NA,china:NA,144
1860,central,america,central:america,1
1860,ireland,NA,ireland:NA,519
1860,egypt,NA,egypt:NA,52
1860,italy,NA,italy:NA,89
1860,turkey,NA,turkey:NA,27
1860,sardinia,NA,sardinia:NA,1
1860,east india,NA,east india:NA,2
1860,india,NA,india:NA,174
1860,savoy,france,savoy:france,2
1860,west,ireland,west:ireland,1
1861,england and wales,NA,england and wales:NA,42
1861,england,NA,england:NA,18
