"V1" "V2" "V3" "V4"
"accusations" 1.53254784597067 -0.930049780949546 -0.771126379745685 -0.0976300405057452
"admirable" 1.00294807666904 0.121968746443654 0.502775130945407 -0.412319122265252
"agitated" 0.334469565878783 -0.0261029056222185 -0.661300492744072 -0.906001116984663
"analogy" 0.727183361798513 -0.190737790757391 -1.06269218301064 -0.983673679020287
"apparently" 1.38379828640159 0.154006450355638 0.599174376807407 -0.393173593152168
"arm" 0.863375822615159 0.779130624228734 0.7358837387945 -0.458021136487055
"art" 1.12992583901723 0.178666440147741 0.638698319099805 -0.664922298290523
"betwixt" 0.884905179742132 0.051955582923966 0.752265498151511 -0.748683645564202
"bottom" 0.588369538159322 -0.187392115025059 -0.832288743391717 -1.15886971108766
"coincided" 0.337072941237812 -0.379392193611743 -0.591010373542154 -0.741480492989077
"com" 0.364477684889345 -0.133086086612275 0.188858462842957 -1.02081580546062
"combination" 1.13118716285206 0.243582591228153 -0.083310114733164 -0.933934872456334
"comparing" 0.819111850887864 0.121972382574476 0.370539461149954 -0.529220692252827
"contrived" 1.00022629987181 -0.294193295445268 0.619732088081529 -0.872427371552399
"deceived" 0.740756781923448 0.169569209580625 -0.243422368292867 -0.951306848868008
"deficiencies" -0.510513765362128 -0.493658899106378 1.58438223666592 -0.31835123211207
"desperate" 1.25357943316644 0.940012848607114 0.176797278035856 -0.457131415451216
"dictated" 1.76236510024302 0.791601747505979 -0.93456468102459 -0.161296640391956
"fidelity" 1.53054794940723 0.91188108629245 -0.259942912767327 -0.570368377909131
"guardians" 0.466051788014753 0.156033247185131 -0.466672886112347 -2.09812247393179
"hamilton" 1.33688896395657 -2.22765699445367 0.969352247643131 -0.713952790196497
"harbour" 1.68647156023958 -0.449239955769866 1.11176294809371 -0.946646940091784
"henry" 1.25900952792796 -0.305762869063116 0.178861947521753 -1.75333785404284
"intimately" 0.405132243488361 -0.323356474631283 0.277363914502396 -0.69579685584098
"licence" 0.807236925503972 -0.225340780008315 0.900020933939618 -1.45293125685894
"lottery" 0.871390480475552 1.09978595968762 -0.00096391455700985 -1.49102824989864
"minority" 0.178272896544302 -0.564961301257813 -0.326621437837945 -1.33059473726075
"negroes" 1.62428147737753 1.10934267744115 0.762259245091733 -1.59513019096195
"nugatory" 1.33078085762739 0.512660228246226 -0.342352165115607 -0.460522401761467
"plainly" 0.956459309572219 -0.091345630092552 -0.481517192965416 -0.507544701398435
"proves" 0.710214789906491 -0.936834368571892 -0.0636258979385469 -0.740681772433636
"prussia" 1.66885336811449 1.67586395976736 0.805239822221389 0.426652785837162
"publications" 1.21116395842037 0.299310316772079 -0.420562178823142 -0.807053635663641
"quitted" 1.30527599524216 -0.217390520255621 0.459156031116933 -0.956487977317658
"secrecy" 0.59127683277681 -0.725334768850126 -0.28552207523584 -1.51180224253434
"spread" 1.06961287231576 0.86711120942351 0.184292300235455 -1.13684326168883
"successfully" 0.995309657357482 0.371220356652192 0.189820620757323 -0.332375844477718
"undoubted" 0.837994393935212 0.551080858436297 -1.03300897640043 -0.343659623230602
"unjustly" 1.22649695899276 0.248718750693531 -0.268706973595041 -0.486571071165989
"unqualified" 0.890768889238256 0.187988945636941 -1.57161001562779 -0.515028824449132
"writers" 0.428653763355544 1.21804684373998 -0.397931939633472 -1.0772807445268
"accident" 1.39937534042032 0.0177927022258648 0.245131313710023 -0.436378685552567
"ballots" -0.794485637330471 0.490519075988658 2.30587686263166 -0.854785883871559
"bat" 0.486630923010212 -0.181373532668019 0.0654227025773366 -0.427589093134938
"bay" 1.21149735562002 1.4328171611153 1.67924623481555 -0.978259125258408
"career" 1.58249635882363 0.0796073402798774 -0.0299887969288458 0.27225493109289
"cargo" 0.817397555701383 -0.904212306783047 1.67054697815386 -0.712006267320431
"closely" 1.01413303131057 0.329577797590694 -0.346650330623013 -0.550086975368918
"cochrane" 1.70230573012306 -1.82815079784184 0.962610586567853 0.160834016379986
"commutation" 0.318656382620154 0.721143575990897 0.881999416775475 -1.25242262146529
"criterion" -0.16267330831618 0.176393036399249 0.050976502332615 -1.5128979843774
"embarked" 1.16041180396619 0.724316400195002 1.06477133929779 -0.052672075410071
"exciting" 1.50707413351349 1.30220924014862 -0.462155244903889 -0.517225367946177
"export" -0.26504486835356 1.82274490054025 1.85701179788416 -0.186488138911658
"grateful" 1.1321632506763 0.378959341324934 0.0182824875922036 -0.237765133625625
"impeachment" 0.788520026181564 -0.685092637052491 -0.796223369859981 -1.0720661396972
"improbable" 1.26706739023702 -0.90742305964859 -0.489640281320265 -0.751797984239572
"losses" 1.69902248463536 0.465606238529154 0.720900768338383 -0.633756029484692
"ministry" 1.13287106422872 0.723333953411918 -0.29279683604133 -0.804912548141778
"nabobs" 2.94307792524227 0.241808407293145 0.387665707965097 0.490156638010387
"offenders" 0.870215241402557 0.560230913219008 -0.31606534103092 -2.05105889174277
"originate" 0.787836956243285 0.186728980669538 -0.576637468784139 -1.03303138472177
"pierson" 0.298915572865738 -2.43105580889499 -0.26540900039528 -1.73828067183516
"pro" 0.522480358159772 -0.787147765058439 0.152560639697092 -1.20218928338519
"professing" 0.952526289211709 0.357236557956812 -0.391447412285251 -1.1230327952841
"publicly" 0.559719407574359 -0.391823866010859 -0.366342407954416 -1.42369892142548
"register" -0.371436938537729 -0.156916235695805 -0.247521013533339 -2.23317098709371
"rejection" 0.136979280891995 0.0612940776860738 -0.207975608732767 -0.954979239602021
"reluctance" 0.735575356598225 -0.401731703188839 -0.590659435546028 -0.696605599643009
"tender" -0.545930700533555 0.177519401690019 0.0487039027470981 -1.68443240825597
"treaties" 1.54913758311315 1.23389776196349 0.506260040871246 -0.48002372049598
"unavoidable" 0.824363337016161 0.481268627766574 0.267804514521489 -0.632519717703193
"woolsack" 0.814671242385936 -0.256742122135914 -0.0920744097248252 -0.86507297310813
"working" 0.709721168372866 0.722099800783724 0.425257388570951 -0.97448623657843
"accession" 0.862675804743819 0.289993348485534 0.490351704134174 -0.71640202135317
"affords" 0.716994010292043 0.138126590190293 -0.138481952677038 -0.442195761659447
"applause" 1.61245117870953 0.390542473406731 0.804061147989632 -0.888401410535217
"ardour" 1.06280534104061 2.01968834160513 0.413644175932347 0.647302846138755
"ashamed" 0.644550655150935 0.0953185865984311 -0.0961403308226373 -0.55151061104703
"birth" 1.30367344735769 0.637387455268585 0.0209021444143712 -0.512478743689744
"bold" 1.27317923961307 0.307214522292986 -0.715980100666974 -0.339655454260783
"calculate" 0.803416036644875 0.917092692511534 0.237772594266759 -0.510294637378281
"certificate" 0.898416008554565 0.918137240683119 -0.550492445730323 -2.07667657215684
"confinement" 0.561948656596287 -0.163864419266106 -0.0242878591649865 -2.27580037436713
"definite" 0.394260696260489 0.305321977687988 0.335605079124478 -0.593161141570458
"destination" 1.38440976324378 0.254268701900648 0.947549036580809 -0.100758586274033
"destitute" 0.838752298187358 0.180447798668936 0.139696360818249 -0.747161154227673
"distillery" -0.406919522229001 1.33503869373518 0.727280093355056 -1.67239862398036
"door" 1.34108228108227 0.440047506365131 -0.333066267369149 -0.946335615031323
"doubtless" 0.892676800657152 0.325140073720868 0.179053729285524 -0.925520020290201
"explicit" 0.824555633668372 -0.248755619774369 -0.936574305176968 -0.319924728557788
"forty" 0.391681692612842 -0.261528297095301 1.31721292258536 -1.47045512129261
"gradual" 0.0393548652606515 1.35847532247889 0.50994872154672 -0.679027015824869
"gratify" 1.04907433225819 0.0168338901457186 -0.40470792952203 -0.355531243411443
"hussein" 3.09136482552768 0.0295022170613941 0.518402492209427 0.240652341894237
"ii" 1.45059593769109 -0.922183248904703 0.254823393798015 -1.5222294531239
"imposing" -0.160960514712585 0.613816777720917 0.511147637188108 -1.66453139966887
"impunity" 1.21436203354994 0.268925305165877 -0.233817928634434 -1.29587469357877
"ingenious" 1.17543879250817 -0.38181620511866 -0.479954797640897 -0.225409196991365
"irregularity" 0.94423648685968 -0.558691218042825 0.14790970561931 -0.791966020423607
"marine" 0.456148260103269 -1.17460588935138 1.85741485811794 -0.327168760606416
"modification" 0.925630540009735 0.0901626003807607 0.44415929404367 -0.310649072141375
"navigation" -0.697592827090376 1.67502466071396 -0.599321890026336 -2.18880609232979
"northern" 1.27809798070001 0.19848147345453 1.02505561895219 -0.583632166785651
"obligations" 1.2085812631474 0.470996034315524 -0.410440742970796 -1.14444037555448
"pardon" 0.799950388088639 -0.465991867283356 -0.513982638031763 -1.06454743195049
"protracted" 0.971207321303746 -0.105905330726276 -0.362454493745779 -0.0106507766736727
