"V1" "V2" "V3" "V4"
"acceptation" 0.0230393711190912 0.872280175183519 -0.461573360949436 1.21534737964179
"altars" -0.10265239161627 0.660472840982536 0.532342190952299 1.91652321726008
"amicably" 0.981547298301154 0.754179830128463 0.0337260785746724 1.48539383092449
"annihilating" -0.123803953003008 0.553685865822259 -0.444754423977725 1.22459681282821
"arbiter" 0.815066292855496 1.42386660731344 -0.248082906736137 0.724090172353963
"blockaded" -0.101124107242742 1.6516460088788 1.57406520950757 0.838072944101512
"breakfast" -0.572179184185035 1.41661395994729 -0.624877416683207 1.16018069015171
"carter" -0.28726939053514 1.82169480037148 -0.880947199690658 0.731943849042411
"compromising" 1.11516670181557 0.660426470517529 -0.203327758869933 1.33639328733365
"confines" -0.503860819678158 0.737550135810403 0.564979533175443 1.46501440628651
"consonance" 0.749415849128974 0.627395930689169 -0.536150002519387 1.08426732132592
"cows" -1.15790263449222 1.16120100426689 -0.50521621870201 1.70243353264506
"creep" -0.0219153876580779 0.78070708030382 -0.897479464873389 1.47770658532942
"declamations" 0.761900839879137 0.702215186025139 -0.741691747492556 1.93038623342545
"deteriorate" -0.495978347253197 -0.140426679841526 0.136923368051077 1.76655624423193
"dissipated" -0.11975447869779 0.457813168194496 -0.510065681329843 1.72323326177376
"dowager" 0.477327412507209 2.15795801283 0.671203866429091 0.665049057129399
"dower" -1.10210905576822 1.43248927737806 -0.601308621637401 0.654416576156905
"draining" -1.76065191161489 0.556618422516812 -0.383865427723461 1.62639629008007
"dungarvan" -0.784620492066864 1.17688389418002 -1.7049407569267 0.98790458200439
"eliciting" 0.558342828363627 0.275065642394135 -0.975651763520238 1.04958066753682
"ellen" -0.659956145824023 1.90959633600336 -1.60673429309598 0.128115594546763
"enslaved" 0.326052090692666 0.117432820171858 0.0742480224984043 1.8667808205041
"exculpate" 1.20997089555939 1.33234864829238 -0.861137225763631 0.971692477536114
"finn" 0.146000654405834 1.73940585775 -0.798070614336763 -0.00702001756980331
"fitly" -0.0306631819737199 1.30890633186153 -0.565518434396584 0.678637453191379
"forbidding" -0.270752883304535 1.55899658807664 -0.314161689618334 1.14967061627119
"graduates" -0.161599050356637 2.35747414446846 -0.531602136272581 -0.162055922386761
"greville" -0.150144540980464 2.1785188908474 -1.66134666328612 0.0181285310941086
"groaned" -0.403034149885772 0.147316625728387 -0.288772400669362 1.68743226886105
"gum" 0.324885081067355 0.912481591314628 2.12054168070813 1.30119987200195
"hardware" -1.43040803911832 0.473012795711989 1.49231169505914 1.78096519862434
"heats" 0.449200900604978 0.275970394005137 -1.51337792600436 2.49146823486225
"heretics" 0.581848631817136 1.21658062585362 0.47450843970848 1.4094451877403
"hinder" 0.0941340727354223 1.06096666658242 -0.254892386623216 1.17190604980628
"illumination" 0.181619147626181 1.6000976572086 -1.01205037604492 0.332654075698777
"impropriations" -0.922767377675846 1.25500458418983 -0.583239135864308 0.83846506920835
"incentive" -0.169082950368103 0.415699734763719 -0.471659702533775 1.91552592664827
"incomprehensible" 0.194954267597366 1.01259930340894 -0.913119697949781 1.16498696459125
"inefficacious" -0.514263470446056 0.551686236331193 -0.817574172995134 1.71002032825475
"inexplicable" 0.381796350544871 0.729362935261191 -0.659614897120896 1.34786399381853
"inmate" -0.611755542638533 1.20881010224556 -0.215797437527955 1.02322084363086
"inoffensive" 0.194551454798953 0.539392147971484 -1.10958080222422 1.85013150341014
"irresistibly" 0.225433872773942 0.398751756523452 -1.01667452120631 1.92317580045281
"leaseholder" -1.74042096211703 0.984472400816283 -1.32061724127474 0.0843639097573425
"legalize" -0.466380065794816 1.3837213064918 0.148836025547199 0.869136488998136
"lingering" 0.51055136398676 0.990405874932838 -0.630661939401911 1.66126600587811
"linked" 0.268193092737828 0.846761650061816 0.141134391479765 1.62343497140074
"maltsters" -1.55999460186389 0.525205824039173 -0.354907460035979 1.57505962854371
"minorities" 0.324424652662292 0.4186575716523 -1.84320076943079 1.43265841090569
"montesquieu" 1.11225247382301 0.741992832718754 -0.311121319645141 1.63805571293208
