"V1" "V2" "V3" "V4"
"acceptation" -1.63329715138662 -1.08668519739848 1.03297807824299 -0.286273080895402
"acumen" -1.68649396290841 -0.84501412298115 1.12995962834987 0.403341192093778
"adjuncts" -0.816477341920893 -0.895599371212616 1.13120617451029 -1.27454693173579
"adversity" -1.44750840572804 -0.050648483018959 2.31332113839022 -0.62060423805898
"affidavits" -0.680465055242958 -2.49295345242707 0.478198454004562 0.508127633602804
"afield" -0.986697637188481 -1.06091064841875 1.40134846867973 -0.348854362878386
"alacrity" -0.744870552466252 -0.799927659393648 1.46924777263878 0.0556979516581537
"analagous" -1.0634190974215 -0.994902917312892 0.92128045548904 -0.543256617285316
"appendices" -0.236131139405739 -1.4408716225263 0.553119289194953 -0.065127226277942
"batches" -0.651380963975739 -1.48955764730311 1.03675221227418 -0.478773653108975
"beans" -2.34060788395474 -0.443141175838142 1.67453816077813 -1.05664596329106
"benefactor" -2.12439360869574 -0.411650864951517 1.5529104427026 -0.936288386404676
"bisley" 0.414850996258498 -1.97757145592898 1.05864940594781 -0.637727933881916
"blenheim" 0.0106690102512504 -0.898736995784828 2.2108773620603 -0.122055636729404
"bo" -0.831897787464337 -0.957478226364224 1.21026176681236 -0.406069717611294
"boasts" -1.01187974669975 -0.507754539366245 1.81716533093266 0.354685565946386
"boiled" -0.84120792435517 -0.871995409652188 1.28145124956592 -0.666051058961263
"borings" -0.571264699283121 -1.55016973551252 1.15256660033979 -0.724573585690244
"bucket" -0.744043558545992 -1.27053252317629 1.63448854470045 -0.961160924866205
"buenos" -0.244847573464674 -1.35806757245055 1.26752027730304 -1.1829289489811
"burials" -1.6353147901311 -1.74081539951829 0.264473621212355 -0.615864566638047
"camel" -0.337393701715723 -1.19159896536781 1.76871837132247 -0.689367462824891
"cancellation" -0.154090227526459 -1.53270946336611 0.38069483380944 -1.34742823209724
"carew" -0.400838834134779 -2.9770088965961 0.621954378184631 -0.00366676208545211
"cartels" -1.43765119257901 0.165858435551189 1.87726843120096 -1.12725837717126
"cavil" -1.02521433460152 -0.742911246943874 1.32765728811792 0.309659049200749
"claremorris" -0.56787472221493 -2.06645159898296 -0.00136018960447876 0.488153016716406
"cling" -1.07058387659624 -0.56367477475414 1.73123522588749 0.0600452059087752
"compton" -0.0541007463123407 -2.09515969019534 1.68406521822593 0.165149426357924
"condon" 0.318126010208446 -2.60482378820661 0.292529835508515 0.60064925959464
"conducts" -0.915299935131578 -0.97117616643241 0.72079226979886 0.0860859175788066
"conjured" -1.51780142740215 -0.509714686449139 2.06591426022348 0.540906614857596
"constructors" 1.29803843063457 -1.26254723105159 1.51196543435068 0.150079040751351
"contrasting" -1.33936604650062 -0.171821195486304 1.48394360740468 0.257250962695317
"cordiality" -1.41508970287593 -0.594111945166905 1.61867121830775 -0.015398248131024
"cribbing" 0.206867682071553 -1.3228076501542 0.744045875052508 -0.705534635274148
"cæsar" -1.39930887052907 -1.84918715220267 1.1391232423891 -0.0883759651925275
"dependants" -1.14944948460914 -1.81007036551565 -0.26788581786228 -1.25226940675389
"deserts" -1.18614751198503 -1.0895648201192 1.00915420089727 -0.511622757282513
"detestation" -1.57048352837467 0.0115458592448409 2.00986825238327 0.445078295788151
"disarm" -1.21376661117586 -0.620157513489014 2.00195710883465 0.726664882100538
"discordant" -1.38636474638003 -0.672954996001368 1.7520062973026 0.636240236979499
"disquisition" -0.84549901783638 -0.789390976465076 1.72878709597355 0.615490544783737
"disruption" -1.06874245474983 -0.100260218630358 1.94457366249009 -0.137650100308212
"distrusted" -0.966305542736341 -0.854426314910142 1.58610939383828 0.108770033674891
"drinker" -3.21263206029266 0.215822595040798 1.01548137845372 -0.719030966930385
"ed" -0.789707137233878 -0.954532065299257 1.47019429409379 -0.000487395118844235
"ellen" 0.375603742781203 -1.94828162936571 -0.15998163220124 -0.919049339881424
"entities" -1.39515370496 -0.785287241224997 0.453067542752397 -0.366608204981531
"evacuate" 0.985801024747669 -0.587587543798623 1.96746042587074 -0.833603865735698
"exile" -1.00709401388166 -1.19069222155869 0.790694968963391 -0.349970172802655
"expectancy" -2.26915355830686 -0.82543748116169 0.201233255329649 -0.221929588918394
"extricate" -1.29075615550642 -0.323512402074242 1.22266289600305 -0.252243440797195
"filthy" -1.04145113108731 -1.4957860612658 0.822782935263914 -0.355038387526205
"finucane" -1.99020457094448 -1.71365780618369 0.934011323541535 0.717833782267333
"forlorn" -0.253787827225928 -0.81842333360482 1.82018046315405 -0.52635301953567
"freemen" -1.52361211558973 -1.44873389844629 0.853619069543331 -0.911371352258538
"frittered" -1.19120219094495 -0.295136156752168 0.530225038333248 -0.887905394181869
"gaselee" 0.275398382798579 -1.35109556252169 1.84970725565966 0.145771115363607
"glin" 0.299009545579074 -3.13516543119838 -0.402415118915807 -1.11048492448093
"grudging" -1.82525388046164 -0.358542692655393 1.390182238276 0.478484613139522
"halting" -0.615499198202756 -1.20194077946939 1.69468318348076 0.489043281398716
"holmes" -1.07550748907993 -2.15732585349351 0.342636434418897 0.532676645180794
"hooley" -2.2999465358301 -1.81239022071748 0.419267349021719 0.178786203609805
"huddled" -1.45177331217726 -0.891580865347987 0.631888442422523 -0.939991085944228
"hydraulic" -0.0472569541179524 -1.93589467003067 0.191773255319572 -1.49707110459788
"ignominious" -0.824443031772999 -0.707511258549964 2.09962698309703 0.222974577799314
"inflame" -1.91103406707319 -0.359246829655385 1.33584684557533 0.187046745702251
"informant" -0.503341958485991 -1.70777352418454 0.724102553173068 0.160830664836089
"informations" -0.749805010599221 -1.94449129402694 -0.445331656807128 1.28010919796247
"inhabit" -0.688220715499289 -0.454673626417678 1.39511894313327 -1.18910441521363
"injunctions" -1.49677686173136 -1.34902605166439 0.811053683813592 0.392323111442677
"interjected" -0.346288432519494 -1.24417634613846 1.46004535636324 0.449130626488217
"invests" -1.43460051062249 -0.241630270943635 0.305864075611671 -1.87253362961672
"itinerant" -0.784575682505727 -1.85021480724419 -0.0237180172287587 -0.392989670721355
"jeremiah" -1.24715955900473 -2.14355438559955 -0.0594603759855574 0.211003550250143
"kwan" 1.61022553033841 -1.33945730155118 1.84178451072228 -2.75424609330265
"leaning" -1.24674822275231 -0.406378039432754 1.99015280537638 0.445421217674094
"lurking" -1.32012062522839 0.0838343294843515 2.0046307954505 0.349225027450026
"magnanimity" -1.00633964236449 -0.370367478292712 2.08081968253307 0.158445409754009
"meats" 0.403561269902181 -1.22954119116243 1.59160583172202 -1.59739886025712
"milvain" -0.109969870319951 -2.33024374148876 0.627597623045895 0.567205740813235
"mitchelstown" -0.653442063959199 -2.41687248726985 -0.404352942731197 -0.491395727806465
"nephew" -0.465379080083782 -1.82575831207082 0.676320408343529 -1.02721009167815
"nursed" -1.20879000454127 -1.54609462890107 0.690816436900523 -0.000880318820999329
"obedient" -0.686067017891959 -1.07304353606836 1.30727562565071 0.579460531256817
"obliging" -0.62304767998318 -1.50056820179158 0.725569565724762 -0.267882572528724
"opera" -0.985933538121287 -1.49941699410271 1.85752465620009 -0.108778851385672
"packages" -0.39406046533866 -0.913159947742602 1.27525914676212 -1.33455294075699
"palliatives" -1.69770245250162 -0.374430581686766 1.94878145767458 -0.153261161524822
"patron" -1.65238498048834 -1.71812861355415 0.188546110710438 0.477054499590589
"permeated" -1.43594971313148 -0.492658867914434 1.57659461394838 0.381474855244743
"persistence" -1.53512552657071 -0.470975974476508 1.82014059675062 0.251559616149872
"pictured" -1.18937447772495 -0.900095078733868 1.73758476196951 0.344254350881392
"pistols" -1.31220566892434 -1.39277576069469 0.926066919683333 -1.09962123526079
"premise" -0.043005922997506 -1.60077235577474 1.73206652091259 0.721418628431297
"prodigious" -0.647755938206264 -0.34196165497494 1.41323045551386 -0.935923462054469
"prognostications" -1.24834892790151 -0.619630714031595 2.33103624254858 -0.147183924187652
"prostitute" -2.63164590184571 -1.62971331019894 -0.358983480576824 -1.1348290867511
"quarrier" -2.17644893167592 -1.5831468585889 -0.315197243871986 0.688274928328414
"quart" -2.08068941925126 -1.76789543160599 1.09152957120276 -1.14239398543357
"rag" -1.2682236489169 -1.17273113568009 1.38492124807019 -0.754366118895821
"rata" -1.11251178487724 -0.969179720935827 0.94966966630168 -1.61799312033737
"reciprocate" -0.345353472356887 -0.133298501656232 2.2231348690961 0.485634663478539
"remittances" 0.165624364459871 -0.913831751913323 0.852643367162852 -1.97496460725813
"reprimand" -0.736466405762756 -1.45576953119485 0.718113590534001 0.78769599733552
"reprobation" -0.981027809924134 -0.719120725721439 1.51780096155982 0.52914699083343
"rescind" -0.824004713622807 -1.17553103252136 0.841959989365434 0.546394889696995
"reuter" 0.716993055011909 -2.16910211084007 1.20143033443913 0.881753122437896
"ronaldshay" 0.413169856526524 -1.46547778450363 0.985347361952795 -0.295307005324476
"seasoned" 1.31700635989313 -1.12824408194791 1.12816264561971 -0.944111254718796
"senseless" -1.5971562681391 -0.761480238421143 1.60736868347094 -0.22655194750941
"severer" -1.78761468314286 -0.587669025255701 0.626541154883136 0.201003933946362
"shipwright" 0.404963582087379 -3.05541001597833 -0.388223690240036 -0.524945485401203
"shipyards" -0.217004240383246 -1.34944416191693 0.913635437253782 -1.15696715636155
"solemnity" -1.28614344774139 -0.869756527093789 1.45938244209991 0.907603251110204
"sorrows" -1.78529579298455 -0.208937722013573 1.57597647252915 -0.424568486305716
"sprigg" 0.659478300662789 -1.40760501034041 2.22998433317275 1.04005334334762
"steamboat" 0.199110022998348 -1.71129374090707 0.431883131632508 -1.27771189140887
"stiffen" -0.561400045820132 -1.06134012248046 1.32050287982892 0.0929530640584387
"sting" -0.751323723533306 -1.23537312611063 1.40599286618677 -0.0407048624633334
"strangle" -1.57647633752294 -0.594497264124358 0.992693415838396 -0.957634532126487
"sublet" -1.66511841898953 -1.23699083339698 -0.19617091829053 -1.46255670525632
"suffragettes" -1.04431960333649 -1.62241203910822 0.948925448148146 0.900816408726126
"templemore" -0.466176457969789 -2.17113674703295 0.0617841084514186 0.262289006575011
"tenacity" -0.953333048061734 -0.278553338432195 2.27967016026063 0.265619549246627
"thornbury" 0.584685966504606 -1.67906759045184 1.05758618343439 1.2912399868497
"tooth" -1.42456430874443 -0.88645227332752 2.2611303234605 -0.228588118877323
"travels" -0.196253257873032 -1.0671626225316 1.4512813622253 -0.701475524564382
"uncivilised" -0.879148547161816 0.265005772512574 2.42213319345363 -0.615121482325065
"unmindful" -0.818456841493398 -0.913338112160404 1.05438391638961 0.137921833213726
"unsuccessfully" -1.09207080693511 -0.95452786633825 1.24113386894916 0.138800457738869
"unvaccinated" -1.85378047309704 -1.7273952259688 -0.238717437092092 -0.970991872742193
"vacillation" -0.962717635051829 -0.526791465263944 2.39322476931476 -0.291914851811847
"veil" -1.21245122168606 -0.972244470910014 2.13744050758559 -0.229573349513602
"warrington" -0.713029033791876 -1.04591140680012 1.02500493767409 -0.348637840597893
"wearied" -1.44523707495135 -0.899886939207461 1.57195344028974 0.0949619337561191
"wharfingers" -0.527010221935255 -1.02475071099633 1.12568461921333 -1.73674949459506
