"V1" "V2" "V3" "V4"
"acceptation" 0.654570893551368 0.589751397956409 -0.341927838037169 -1.444337348066
"altars" 1.73541845195819 1.08898806400624 -0.130285049778796 -1.20686605212012
"amicably" 0.971299144959522 0.620239182871344 -1.46044981187353 -0.881863883803233
"annihilating" 1.05809930740259 0.536291359777188 -0.0872518053279624 -1.29394922313147
"arbiter" -0.140434642794655 0.488309851550594 -1.32301370975941 -1.22619855080165
"blockaded" -0.402064044807742 2.17568013065113 -1.181992941996 -0.166015181605159
"breakfast" -0.0815771340561616 1.36232637079662 -0.361561071037355 -1.5108969017374
"carter" -0.409500194745192 0.993613216692309 -0.324221263135845 -1.90442424023291
"compromising" 1.05241970520018 0.111231014462697 -1.23956322739393 -1.11499734043125
"confines" 0.736816811119814 1.66547838498694 -0.359700830615589 -0.542700176947328
"consonance" 0.68556216126271 0.0509362014691286 -0.912596560012349 -1.21004425688081
"cows" 0.326628282046973 1.96726790021553 0.000645456511283851 -1.33551062487265
"creep" 0.796468305117477 0.583445844372738 -0.526230159724099 -1.62527124376234
"declamations" 0.962411238239056 0.562409661784108 -1.53271069186647 -1.39117313825818
"deteriorate" 1.56674646783028 1.09019350734089 -0.138398967293875 -0.445431875955336
"dissipated" 1.42415791813844 0.518561944465173 -0.334175602094268 -1.36878500770861
"dowager" -0.80335668453222 1.67730741696921 -1.19717674865665 -1.13462205132756
"dower" -0.389443601931646 1.3920009771298 0.342547817970666 -1.41661819438901
"draining" 1.27530514627322 1.71337027176249 0.885204816778675 -1.16990502772387
"dungarvan" 0.352680210521433 0.104010110338049 0.421878909899686 -2.5757669942868
"eliciting" 0.398381624540493 -0.0584047662651003 -0.908161462316971 -1.07527270491259
"ellen" -0.638383092503033 0.296806134539237 0.294195308611681 -2.45991271574173
"enslaved" 1.40183360080708 0.837388027022906 -0.880979973670082 -0.591938934253801
"exculpate" -0.312358217527033 0.305192608720612 -2.00194222313488 -1.27838471181014
"finn" -0.298652133953295 -0.25431558944917 0.067183373916539 -2.18343641147371
"fitly" -0.143461537017528 0.714695492715112 -0.380419214329062 -1.42103297773323
"forbidding" 0.00108358972973537 1.28294123652616 -0.556324504358386 -1.46971621055061
"graduates" 0.133851821757344 -0.234156198143932 0.888514825039161 -2.74635540404876
"greville" -1.10733082554547 0.246572537352247 -0.167218063788021 -2.52854460788897
"groaned" 1.10095450186767 1.10352751181883 -0.270199520684838 -0.7261474630454
"gum" -0.172760311623881 2.08151205982129 -1.34962817930518 0.457531581167494
"hardware" 0.464785224819094 2.79232601653377 -0.15233819667653 0.385075139616987
"heats" 1.84729858372837 0.0992788101935191 -1.15518099388967 -2.0422121708189
"heretics" 1.5392250284165 0.224740054355048 -0.263818489204678 -1.85897896284587
"hinder" 0.520108240043452 0.824913683968102 -0.605668350230348 -1.32325108844713
"illumination" -0.287445874364258 0.0151928783568206 -0.224770998071376 -2.08097541506727
"impropriations" 0.822572996390036 0.506442200982033 0.52602854816978 -1.90617758240109
"incentive" 1.05259821147336 1.12073904892601 -0.706179348164915 -1.02124899061441
"incomprehensible" 0.380705792150793 0.405122604511381 -0.668150983026819 -1.6288492601125
"inefficacious" 0.958409271928459 0.953276229646218 -0.137749031843364 -1.45628598773324
"inexplicable" 0.357243558031935 0.685244055396281 -1.07710771335739 -1.09311497213196
"inmate" 0.27651400269251 0.992512513296652 0.0973155315710382 -1.47458497752377
"inoffensive" 1.13538889099174 0.295056361846154 -0.755181145841212 -1.86180658215749
"irresistibly" 0.887465319197374 0.625641133988214 -1.13032823679162 -1.25117924520804
"leaseholder" -0.261161061072253 0.711287159480079 1.47201570283103 -1.66898130587164
