year,debates_per_year,keywords,words_per_year,proportion
1807,1,landown,59,0.01694915254237288
1808,1,landown,111,0.009009009009009009
1809,1,landown,196,0.00510204081632653
1810,1,landown,69,0.014492753623188406
1811,2,landown,211,0.009478672985781991
1812,1,landown,251,0.00398406374501992
1815,8,landown,247,0.032388663967611336
1817,1,landown,223,0.004484304932735426
1818,1,landown,160,0.00625
1820,2,landown,219,0.0091324200913242
1822,1,landown,189,0.005291005291005291
1823,3,landown,226,0.01327433628318584
1826,2,landown,223,0.008968609865470852
1828,3,landown,221,0.013574660633484163
1830,4,landown,717,0.005578800557880056
1831,6,landown,932,0.006437768240343348
1832,4,landown,630,0.006349206349206349
1833,4,landown,519,0.007707129094412331
1834,8,landown,483,0.016563146997929608
1835,3,landown,627,0.004784688995215311
1836,10,landown,604,0.016556291390728478
1837,5,landown,497,0.01006036217303823
1838,5,landown,373,0.013404825737265416
1839,3,landown,517,0.005802707930367505
1840,2,landown,469,0.0042643923240938165
1841,5,landown,528,0.00946969696969697
1842,6,landown,811,0.007398273736128237
1843,8,landown,624,0.01282051282051282
1844,6,landown,290,0.020689655172413793
1845,16,landown,636,0.025157232704402517
1846,11,landown,597,0.018425460636515914
1847,10,landown,794,0.012594458438287154
1848,9,landown,438,0.02054794520547945
1849,10,landown,487,0.02053388090349076
1850,14,landown,535,0.026168224299065422
1851,6,landown,283,0.02120141342756184
1852,12,landown,579,0.02072538860103627
1853,11,landown,555,0.01981981981981982
1854,14,landown,667,0.020989505247376312
1855,4,landown,764,0.005235602094240838
1856,10,landown,846,0.01182033096926714
1857,1,landown,724,0.0013812154696132596
1858,6,landown,610,0.009836065573770493
1859,5,landown,377,0.013262599469496022
1860,12,landown,580,0.020689655172413793
1861,3,landown,576,0.005208333333333333
1862,2,landown,449,0.004454342984409799
1863,1,landown,589,0.001697792869269949
1864,1,landown,439,0.002277904328018223
1865,5,landown,528,0.00946969696969697
1866,2,landown,419,0.00477326968973747
1867,3,landown,717,0.0041841004184100415
1868,1,landown,481,0.002079002079002079
1869,8,landown,631,0.012678288431061807
1870,2,landown,684,0.0029239766081871343
1871,6,landown,792,0.007575757575757576
1872,1,landown,607,0.0016474464579901153
1873,5,landown,746,0.006702412868632708
1874,1,landown,495,0.00202020202020202
1875,5,landown,865,0.005780346820809248
1876,8,landown,933,0.00857449088960343
1877,1,landown,893,0.0011198208286674132
1878,6,landown,945,0.006349206349206349
1879,3,landown,846,0.0035460992907801418
1880,14,landown,1264,0.011075949367088608
1881,78,landown,1629,0.04788213627992634
1882,151,landown,1477,0.10223425863236289
1883,30,landown,2947,0.01017984390906006
1884,14,landown,2168,0.006457564575645757
1885,12,landown,1549,0.007746933505487412
1886,36,landown,2811,0.012806830309498399
1887,53,landown,4399,0.012048192771084338
1888,51,landown,4589,0.011113532359991284
1889,48,landown,2889,0.016614745586708203
1890,30,landown,3259,0.009205277692543725
1891,5,landown,810,0.006172839506172839
1892,20,landown,2028,0.009861932938856016
1893,15,landown,2045,0.007334963325183374
1894,25,landown,2158,0.011584800741427247
1895,30,landown,2934,0.010224948875255624
1896,83,landown,3517,0.023599658800113735
1897,51,landown,2867,0.0177886292291594
1898,39,landown,2951,0.013215859030837005
1899,33,landown,2470,0.013360323886639677
1900,49,landown,4199,0.011669445105977614
1901,55,landown,3443,0.01597444089456869
1902,88,landown,5941,0.0148123211580542
1903,23,landown,2221,0.010355695632597929
1904,143,landown,3296,0.04338592233009709
1905,187,landown,3447,0.054250072526834926
1906,267,landown,5193,0.05141536683997689
1907,168,landown,4386,0.038303693570451436
1908,232,landown,5474,0.04238217025940811
1909,318,landown,6443,0.04935589011330126
1910,227,landown,5008,0.04532747603833866
1804,4,property,168,0.023809523809523808
1805,1,property,46,0.021739130434782608
1807,1,property,59,0.01694915254237288
1808,1,property,111,0.009009009009009009
1809,1,property,196,0.00510204081632653
1810,1,property,69,0.014492753623188406
1811,2,property,211,0.009478672985781991
1812,1,property,251,0.00398406374501992
1815,8,property,247,0.032388663967611336
1817,1,property,223,0.004484304932735426
1818,1,property,160,0.00625
1820,2,property,219,0.0091324200913242
1822,1,property,189,0.005291005291005291
1823,3,property,226,0.01327433628318584
1826,2,property,223,0.008968609865470852
1828,3,property,221,0.013574660633484163
1830,4,property,717,0.005578800557880056
1831,6,property,932,0.006437768240343348
1832,4,property,630,0.006349206349206349
1833,4,property,519,0.007707129094412331
1834,8,property,483,0.016563146997929608
1835,3,property,627,0.004784688995215311
1836,10,property,604,0.016556291390728478
1837,5,property,497,0.01006036217303823
1838,5,property,373,0.013404825737265416
1839,3,property,517,0.005802707930367505
1840,2,property,469,0.0042643923240938165
1841,5,property,528,0.00946969696969697
1842,6,property,811,0.007398273736128237
1843,8,property,624,0.01282051282051282
1844,6,property,290,0.020689655172413793
1845,16,property,636,0.025157232704402517
1846,11,property,597,0.018425460636515914
1847,10,property,794,0.012594458438287154
1848,9,property,438,0.02054794520547945
1849,10,property,487,0.02053388090349076
1850,14,property,535,0.026168224299065422
1851,6,property,283,0.02120141342756184
1852,12,property,579,0.02072538860103627
1853,11,property,555,0.01981981981981982
1854,14,property,667,0.020989505247376312
1855,4,property,764,0.005235602094240838
1856,10,property,846,0.01182033096926714
1857,1,property,724,0.0013812154696132596
1858,6,property,610,0.009836065573770493
1859,5,property,377,0.013262599469496022
1860,12,property,580,0.020689655172413793
1861,3,property,576,0.005208333333333333
1862,2,property,449,0.004454342984409799
1863,1,property,589,0.001697792869269949
1864,1,property,439,0.002277904328018223
1865,5,property,528,0.00946969696969697
1866,2,property,419,0.00477326968973747
1867,3,property,717,0.0041841004184100415
1868,1,property,481,0.002079002079002079
1869,8,property,631,0.012678288431061807
1870,2,property,684,0.0029239766081871343
1871,6,property,792,0.007575757575757576
1872,1,property,607,0.0016474464579901153
1873,5,property,746,0.006702412868632708
1874,1,property,495,0.00202020202020202
1875,5,property,865,0.005780346820809248
1876,8,property,933,0.00857449088960343
1877,1,property,893,0.0011198208286674132
1878,6,property,945,0.006349206349206349
1879,3,property,846,0.0035460992907801418
1880,14,property,1264,0.011075949367088608
1881,78,property,1629,0.04788213627992634
1882,151,property,1477,0.10223425863236289
1883,30,property,2947,0.01017984390906006
1884,14,property,2168,0.006457564575645757
1885,12,property,1549,0.007746933505487412
1886,36,property,2811,0.012806830309498399
1887,53,property,4399,0.012048192771084338
1888,51,property,4589,0.011113532359991284
1889,48,property,2889,0.016614745586708203
1890,30,property,3259,0.009205277692543725
1891,5,property,810,0.006172839506172839
1892,20,property,2028,0.009861932938856016
1893,15,property,2045,0.007334963325183374
1894,25,property,2158,0.011584800741427247
1895,30,property,2934,0.010224948875255624
1896,83,property,3517,0.023599658800113735
1897,51,property,2867,0.0177886292291594
1898,39,property,2951,0.013215859030837005
1899,33,property,2470,0.013360323886639677
1900,49,property,4199,0.011669445105977614
1901,55,property,3443,0.01597444089456869
1902,88,property,5941,0.0148123211580542
1903,23,property,2221,0.010355695632597929
1904,143,property,3296,0.04338592233009709
1905,187,property,3447,0.054250072526834926
1906,267,property,5193,0.05141536683997689
1907,168,property,4386,0.038303693570451436
1908,232,property,5474,0.04238217025940811
1909,318,property,6443,0.04935589011330126
1910,227,property,5008,0.04532747603833866
1804,4, rent,168,0.023809523809523808
1805,1, rent,46,0.021739130434782608
1807,1, rent,59,0.01694915254237288
1808,1, rent,111,0.009009009009009009
1809,1, rent,196,0.00510204081632653
1810,1, rent,69,0.014492753623188406
1811,2, rent,211,0.009478672985781991
1812,1, rent,251,0.00398406374501992
1815,8, rent,247,0.032388663967611336
1817,1, rent,223,0.004484304932735426
1818,1, rent,160,0.00625
1820,2, rent,219,0.0091324200913242
1822,1, rent,189,0.005291005291005291
1823,3, rent,226,0.01327433628318584
1826,2, rent,223,0.008968609865470852
1828,3, rent,221,0.013574660633484163
1830,4, rent,717,0.005578800557880056
1831,6, rent,932,0.006437768240343348
1832,4, rent,630,0.006349206349206349
1833,4, rent,519,0.007707129094412331
1834,8, rent,483,0.016563146997929608
1835,3, rent,627,0.004784688995215311
1836,10, rent,604,0.016556291390728478
1837,5, rent,497,0.01006036217303823
1838,5, rent,373,0.013404825737265416
1839,3, rent,517,0.005802707930367505
1840,2, rent,469,0.0042643923240938165
1841,5, rent,528,0.00946969696969697
1842,6, rent,811,0.007398273736128237
1843,8, rent,624,0.01282051282051282
1844,6, rent,290,0.020689655172413793
1845,16, rent,636,0.025157232704402517
1846,11, rent,597,0.018425460636515914
1847,10, rent,794,0.012594458438287154
1848,9, rent,438,0.02054794520547945
1849,10, rent,487,0.02053388090349076
1850,14, rent,535,0.026168224299065422
1851,6, rent,283,0.02120141342756184
1852,12, rent,579,0.02072538860103627
1853,11, rent,555,0.01981981981981982
1854,14, rent,667,0.020989505247376312
1855,4, rent,764,0.005235602094240838
1856,10, rent,846,0.01182033096926714
1857,1, rent,724,0.0013812154696132596
1858,6, rent,610,0.009836065573770493
1859,5, rent,377,0.013262599469496022
1860,12, rent,580,0.020689655172413793
1861,3, rent,576,0.005208333333333333
1862,2, rent,449,0.004454342984409799
1863,1, rent,589,0.001697792869269949
1864,1, rent,439,0.002277904328018223
1865,5, rent,528,0.00946969696969697
1866,2, rent,419,0.00477326968973747
1867,3, rent,717,0.0041841004184100415
1868,1, rent,481,0.002079002079002079
1869,8, rent,631,0.012678288431061807
1870,2, rent,684,0.0029239766081871343
1871,6, rent,792,0.007575757575757576
1872,1, rent,607,0.0016474464579901153
1873,5, rent,746,0.006702412868632708
1874,1, rent,495,0.00202020202020202
1875,5, rent,865,0.005780346820809248
1876,8, rent,933,0.00857449088960343
1877,1, rent,893,0.0011198208286674132
1878,6, rent,945,0.006349206349206349
1879,3, rent,846,0.0035460992907801418
1880,14, rent,1264,0.011075949367088608
1881,78, rent,1629,0.04788213627992634
1882,151, rent,1477,0.10223425863236289
1883,30, rent,2947,0.01017984390906006
1884,14, rent,2168,0.006457564575645757
1885,12, rent,1549,0.007746933505487412
1886,36, rent,2811,0.012806830309498399
1887,53, rent,4399,0.012048192771084338
1888,51, rent,4589,0.011113532359991284
1889,48, rent,2889,0.016614745586708203
1890,30, rent,3259,0.009205277692543725
1891,5, rent,810,0.006172839506172839
1892,20, rent,2028,0.009861932938856016
1893,15, rent,2045,0.007334963325183374
1894,25, rent,2158,0.011584800741427247
1895,30, rent,2934,0.010224948875255624
1896,83, rent,3517,0.023599658800113735
1897,51, rent,2867,0.0177886292291594
1898,39, rent,2951,0.013215859030837005
1899,33, rent,2470,0.013360323886639677
1900,49, rent,4199,0.011669445105977614
1901,55, rent,3443,0.01597444089456869
1902,88, rent,5941,0.0148123211580542
1903,23, rent,2221,0.010355695632597929
1904,143, rent,3296,0.04338592233009709
1905,187, rent,3447,0.054250072526834926
1906,267, rent,5193,0.05141536683997689
1907,168, rent,4386,0.038303693570451436
1908,232, rent,5474,0.04238217025940811
1909,318, rent,6443,0.04935589011330126
1910,227, rent,5008,0.04532747603833866
1804,4,tenant,168,0.023809523809523808
1805,1,tenant,46,0.021739130434782608
1807,1,tenant,59,0.01694915254237288
1808,1,tenant,111,0.009009009009009009
1809,1,tenant,196,0.00510204081632653
1810,1,tenant,69,0.014492753623188406
1811,2,tenant,211,0.009478672985781991
1812,1,tenant,251,0.00398406374501992
1815,8,tenant,247,0.032388663967611336
1817,1,tenant,223,0.004484304932735426
1818,1,tenant,160,0.00625
1820,2,tenant,219,0.0091324200913242
1822,1,tenant,189,0.005291005291005291
1823,3,tenant,226,0.01327433628318584
1826,2,tenant,223,0.008968609865470852
1828,3,tenant,221,0.013574660633484163
1830,4,tenant,717,0.005578800557880056
1831,6,tenant,932,0.006437768240343348
1832,4,tenant,630,0.006349206349206349
1833,4,tenant,519,0.007707129094412331
1834,8,tenant,483,0.016563146997929608
1835,3,tenant,627,0.004784688995215311
1836,10,tenant,604,0.016556291390728478
1837,5,tenant,497,0.01006036217303823
1838,5,tenant,373,0.013404825737265416
1839,3,tenant,517,0.005802707930367505
1840,2,tenant,469,0.0042643923240938165
1841,5,tenant,528,0.00946969696969697
1842,6,tenant,811,0.007398273736128237
1843,8,tenant,624,0.01282051282051282
1844,6,tenant,290,0.020689655172413793
1845,16,tenant,636,0.025157232704402517
1846,11,tenant,597,0.018425460636515914
1847,10,tenant,794,0.012594458438287154
1848,9,tenant,438,0.02054794520547945
1849,10,tenant,487,0.02053388090349076
1850,14,tenant,535,0.026168224299065422
1851,6,tenant,283,0.02120141342756184
1852,12,tenant,579,0.02072538860103627
1853,11,tenant,555,0.01981981981981982
1854,14,tenant,667,0.020989505247376312
1855,4,tenant,764,0.005235602094240838
1856,10,tenant,846,0.01182033096926714
1857,1,tenant,724,0.0013812154696132596
1858,6,tenant,610,0.009836065573770493
1859,5,tenant,377,0.013262599469496022
1860,12,tenant,580,0.020689655172413793
1861,3,tenant,576,0.005208333333333333
1862,2,tenant,449,0.004454342984409799
1863,1,tenant,589,0.001697792869269949
1864,1,tenant,439,0.002277904328018223
1865,5,tenant,528,0.00946969696969697
1866,2,tenant,419,0.00477326968973747
1867,3,tenant,717,0.0041841004184100415
1868,1,tenant,481,0.002079002079002079
1869,8,tenant,631,0.012678288431061807
1870,2,tenant,684,0.0029239766081871343
1871,6,tenant,792,0.007575757575757576
1872,1,tenant,607,0.0016474464579901153
1873,5,tenant,746,0.006702412868632708
1874,1,tenant,495,0.00202020202020202
1875,5,tenant,865,0.005780346820809248
1876,8,tenant,933,0.00857449088960343
1877,1,tenant,893,0.0011198208286674132
1878,6,tenant,945,0.006349206349206349
1879,3,tenant,846,0.0035460992907801418
1880,14,tenant,1264,0.011075949367088608
1881,78,tenant,1629,0.04788213627992634
1882,151,tenant,1477,0.10223425863236289
1883,30,tenant,2947,0.01017984390906006
1884,14,tenant,2168,0.006457564575645757
1885,12,tenant,1549,0.007746933505487412
1886,36,tenant,2811,0.012806830309498399
1887,53,tenant,4399,0.012048192771084338
1888,51,tenant,4589,0.011113532359991284
1889,48,tenant,2889,0.016614745586708203
1890,30,tenant,3259,0.009205277692543725
1891,5,tenant,810,0.006172839506172839
1892,20,tenant,2028,0.009861932938856016
1893,15,tenant,2045,0.007334963325183374
1894,25,tenant,2158,0.011584800741427247
1895,30,tenant,2934,0.010224948875255624
1896,83,tenant,3517,0.023599658800113735
1897,51,tenant,2867,0.0177886292291594
1898,39,tenant,2951,0.013215859030837005
1899,33,tenant,2470,0.013360323886639677
1900,49,tenant,4199,0.011669445105977614
1901,55,tenant,3443,0.01597444089456869
1902,88,tenant,5941,0.0148123211580542
1903,23,tenant,2221,0.010355695632597929
1904,143,tenant,3296,0.04338592233009709
1905,187,tenant,3447,0.054250072526834926
1906,267,tenant,5193,0.05141536683997689
1907,168,tenant,4386,0.038303693570451436
1908,232,tenant,5474,0.04238217025940811
1909,318,tenant,6443,0.04935589011330126
1910,227,tenant,5008,0.04532747603833866
1804,4,tenure,168,0.023809523809523808
1805,1,tenure,46,0.021739130434782608
1807,1,tenure,59,0.01694915254237288
1808,1,tenure,111,0.009009009009009009
1809,1,tenure,196,0.00510204081632653
1810,1,tenure,69,0.014492753623188406
1811,2,tenure,211,0.009478672985781991
1812,1,tenure,251,0.00398406374501992
1815,8,tenure,247,0.032388663967611336
1817,1,tenure,223,0.004484304932735426
1818,1,tenure,160,0.00625
1820,2,tenure,219,0.0091324200913242
1822,1,tenure,189,0.005291005291005291
1823,3,tenure,226,0.01327433628318584
1826,2,tenure,223,0.008968609865470852
1828,3,tenure,221,0.013574660633484163
1830,4,tenure,717,0.005578800557880056
1831,6,tenure,932,0.006437768240343348
1832,4,tenure,630,0.006349206349206349
1833,4,tenure,519,0.007707129094412331
1834,8,tenure,483,0.016563146997929608
1835,3,tenure,627,0.004784688995215311
1836,10,tenure,604,0.016556291390728478
1837,5,tenure,497,0.01006036217303823
1838,5,tenure,373,0.013404825737265416
1839,3,tenure,517,0.005802707930367505
1840,2,tenure,469,0.0042643923240938165
1841,5,tenure,528,0.00946969696969697
1842,6,tenure,811,0.007398273736128237
1843,8,tenure,624,0.01282051282051282
1844,6,tenure,290,0.020689655172413793
1845,16,tenure,636,0.025157232704402517
1846,11,tenure,597,0.018425460636515914
1847,10,tenure,794,0.012594458438287154
1848,9,tenure,438,0.02054794520547945
1849,10,tenure,487,0.02053388090349076
1850,14,tenure,535,0.026168224299065422
1851,6,tenure,283,0.02120141342756184
1852,12,tenure,579,0.02072538860103627
1853,11,tenure,555,0.01981981981981982
1854,14,tenure,667,0.020989505247376312
1855,4,tenure,764,0.005235602094240838
1856,10,tenure,846,0.01182033096926714
1857,1,tenure,724,0.0013812154696132596
1858,6,tenure,610,0.009836065573770493
1859,5,tenure,377,0.013262599469496022
1860,12,tenure,580,0.020689655172413793
1861,3,tenure,576,0.005208333333333333
1862,2,tenure,449,0.004454342984409799
1863,1,tenure,589,0.001697792869269949
1864,1,tenure,439,0.002277904328018223
1865,5,tenure,528,0.00946969696969697
1866,2,tenure,419,0.00477326968973747
1867,3,tenure,717,0.0041841004184100415
1868,1,tenure,481,0.002079002079002079
1869,8,tenure,631,0.012678288431061807
1870,2,tenure,684,0.0029239766081871343
1871,6,tenure,792,0.007575757575757576
1872,1,tenure,607,0.0016474464579901153
1873,5,tenure,746,0.006702412868632708
1874,1,tenure,495,0.00202020202020202
1875,5,tenure,865,0.005780346820809248
1876,8,tenure,933,0.00857449088960343
1877,1,tenure,893,0.0011198208286674132
1878,6,tenure,945,0.006349206349206349
1879,3,tenure,846,0.0035460992907801418
1880,14,tenure,1264,0.011075949367088608
1881,78,tenure,1629,0.04788213627992634
1882,151,tenure,1477,0.10223425863236289
1883,30,tenure,2947,0.01017984390906006
1884,14,tenure,2168,0.006457564575645757
1885,12,tenure,1549,0.007746933505487412
1886,36,tenure,2811,0.012806830309498399
1887,53,tenure,4399,0.012048192771084338
1888,51,tenure,4589,0.011113532359991284
1889,48,tenure,2889,0.016614745586708203
1890,30,tenure,3259,0.009205277692543725
1891,5,tenure,810,0.006172839506172839
1892,20,tenure,2028,0.009861932938856016
1893,15,tenure,2045,0.007334963325183374
1894,25,tenure,2158,0.011584800741427247
1895,30,tenure,2934,0.010224948875255624
1896,83,tenure,3517,0.023599658800113735
1897,51,tenure,2867,0.0177886292291594
1898,39,tenure,2951,0.013215859030837005
1899,33,tenure,2470,0.013360323886639677
1900,49,tenure,4199,0.011669445105977614
1901,55,tenure,3443,0.01597444089456869
1902,88,tenure,5941,0.0148123211580542
1903,23,tenure,2221,0.010355695632597929
1904,143,tenure,3296,0.04338592233009709
1905,187,tenure,3447,0.054250072526834926
1906,267,tenure,5193,0.05141536683997689
1907,168,tenure,4386,0.038303693570451436
1908,232,tenure,5474,0.04238217025940811
1909,318,tenure,6443,0.04935589011330126
1910,227,tenure,5008,0.04532747603833866
