year,debates_per_year,keywords,words_per_year,proportion
1831,14,corn,932,0.015021459227467811
1832,4,corn,630,0.006349206349206349
1833,9,corn,519,0.017341040462427744
1834,9,corn,483,0.018633540372670808
1835,6,corn,627,0.009569377990430622
1836,8,corn,604,0.013245033112582781
1837,7,corn,497,0.014084507042253521
1838,6,corn,373,0.0160857908847185
1839,21,corn,517,0.04061895551257253
1840,6,corn,469,0.01279317697228145
1841,31,corn,528,0.058712121212121215
1842,60,corn,811,0.07398273736128237
1843,25,corn,624,0.04006410256410257
1844,5,corn,290,0.017241379310344827
1845,12,corn,636,0.018867924528301886
1846,37,corn,597,0.06197654941373534
1847,26,corn,794,0.0327455919395466
1848,15,corn,438,0.03424657534246575
1849,1,corn,487,0.002053388090349076
1850,7,corn,535,0.013084112149532711
1851,5,corn,283,0.0176678445229682
1852,4,corn,579,0.0069084628670120895
1853,1,corn,555,0.0018018018018018018
1854,4,corn,667,0.005997001499250375
1855,3,corn,764,0.003926701570680628
1857,1,corn,724,0.0013812154696132596
1858,1,corn,610,0.001639344262295082
1859,1,corn,377,0.002652519893899204
1861,3,corn,576,0.005208333333333333
1862,2,corn,449,0.004454342984409799
1863,6,corn,589,0.010186757215619695
1864,4,corn,439,0.009111617312072893
1865,5,corn,528,0.00946969696969697
1866,2,corn,419,0.00477326968973747
1867,5,corn,717,0.00697350069735007
1869,8,corn,631,0.012678288431061807
1870,2,corn,684,0.0029239766081871343
1871,1,corn,792,0.0012626262626262627
1872,2,corn,607,0.0032948929159802307
1873,5,corn,746,0.006702412868632708
1874,5,corn,495,0.010101010101010102
1875,7,corn,865,0.008092485549132947
1876,7,corn,933,0.007502679528403001
1877,4,corn,893,0.004479283314669653
1878,13,corn,945,0.013756613756613757
1879,10,corn,846,0.01182033096926714
1880,20,corn,1264,0.015822784810126583
1881,10,corn,1629,0.006138735420503376
1882,9,corn,1477,0.006093432633716994
1883,31,corn,2947,0.010519172039362062
1884,19,corn,2168,0.008763837638376383
1885,21,corn,1549,0.01355713363460297
1886,41,corn,2811,0.014585556741373178
1887,74,corn,4399,0.016822005001136623
1888,65,corn,4589,0.014164305949008499
1889,55,corn,2889,0.01903772931810315
1890,36,corn,3259,0.01104633323105247
1891,7,corn,810,0.008641975308641974
1892,15,corn,2028,0.0073964497041420114
1893,19,corn,2045,0.009290953545232274
1894,18,corn,2158,0.008341056533827619
1895,51,corn,2934,0.017382413087934562
1896,39,corn,3517,0.011088996303667898
1897,29,corn,2867,0.010115102895012208
1898,28,corn,2951,0.009488309047780414
1899,43,corn,2470,0.017408906882591092
1900,28,corn,4199,0.006668254346272922
1901,49,corn,3443,0.014231774615161197
1902,79,corn,5941,0.013297424675980475
1903,66,corn,2221,0.029716343989194056
1904,69,corn,3296,0.020934466019417477
1905,75,corn,3447,0.02175805047867711
1906,99,corn,5193,0.019064124783362217
1907,118,corn,4386,0.026903784769721842
1908,71,corn,5474,0.012970405553525757
1909,105,corn,6443,0.016296756169486264
1910,110,corn,5008,0.02196485623003195
1804,6,mining,168,0.03571428571428571
1805,1,mining,46,0.021739130434782608
1808,7,mining,111,0.06306306306306306
1809,4,mining,196,0.02040816326530612
1810,2,mining,69,0.028985507246376812
1811,3,mining,211,0.014218009478672985
1812,3,mining,251,0.01195219123505976
1813,1,mining,105,0.009523809523809525
1814,8,mining,136,0.058823529411764705
1815,10,mining,247,0.04048582995951417
1817,1,mining,223,0.004484304932735426
1818,3,mining,160,0.01875
1819,9,mining,378,0.023809523809523808
1820,2,mining,219,0.0091324200913242
1821,1,mining,195,0.005128205128205128
1822,2,mining,189,0.010582010582010581
1823,3,mining,226,0.01327433628318584
1824,4,mining,313,0.012779552715654952
1825,4,mining,118,0.03389830508474576
1826,22,mining,223,0.09865470852017937
1827,7,mining,60,0.11666666666666667
1828,9,mining,221,0.04072398190045249
1830,10,mining,717,0.01394700139470014
1831,14,mining,932,0.015021459227467811
1832,4,mining,630,0.006349206349206349
1833,9,mining,519,0.017341040462427744
1834,9,mining,483,0.018633540372670808
1835,6,mining,627,0.009569377990430622
1836,8,mining,604,0.013245033112582781
1837,7,mining,497,0.014084507042253521
1838,6,mining,373,0.0160857908847185
1839,21,mining,517,0.04061895551257253
1840,6,mining,469,0.01279317697228145
1841,31,mining,528,0.058712121212121215
1842,60,mining,811,0.07398273736128237
1843,25,mining,624,0.04006410256410257
1844,5,mining,290,0.017241379310344827
1845,12,mining,636,0.018867924528301886
1846,37,mining,597,0.06197654941373534
1847,26,mining,794,0.0327455919395466
1848,15,mining,438,0.03424657534246575
1849,1,mining,487,0.002053388090349076
1850,7,mining,535,0.013084112149532711
1851,5,mining,283,0.0176678445229682
1852,4,mining,579,0.0069084628670120895
1853,1,mining,555,0.0018018018018018018
1854,4,mining,667,0.005997001499250375
1855,3,mining,764,0.003926701570680628
1857,1,mining,724,0.0013812154696132596
1858,1,mining,610,0.001639344262295082
1859,1,mining,377,0.002652519893899204
1861,3,mining,576,0.005208333333333333
1862,2,mining,449,0.004454342984409799
1863,6,mining,589,0.010186757215619695
1864,4,mining,439,0.009111617312072893
1865,5,mining,528,0.00946969696969697
1866,2,mining,419,0.00477326968973747
1867,5,mining,717,0.00697350069735007
1869,8,mining,631,0.012678288431061807
1870,2,mining,684,0.0029239766081871343
1871,1,mining,792,0.0012626262626262627
1872,2,mining,607,0.0032948929159802307
1873,5,mining,746,0.006702412868632708
1874,5,mining,495,0.010101010101010102
1875,7,mining,865,0.008092485549132947
1876,7,mining,933,0.007502679528403001
1877,4,mining,893,0.004479283314669653
1878,13,mining,945,0.013756613756613757
1879,10,mining,846,0.01182033096926714
1880,20,mining,1264,0.015822784810126583
1881,10,mining,1629,0.006138735420503376
1882,9,mining,1477,0.006093432633716994
1883,31,mining,2947,0.010519172039362062
1884,19,mining,2168,0.008763837638376383
1885,21,mining,1549,0.01355713363460297
1886,41,mining,2811,0.014585556741373178
1887,74,mining,4399,0.016822005001136623
1888,65,mining,4589,0.014164305949008499
1889,55,mining,2889,0.01903772931810315
1890,36,mining,3259,0.01104633323105247
1891,7,mining,810,0.008641975308641974
1892,15,mining,2028,0.0073964497041420114
1893,19,mining,2045,0.009290953545232274
1894,18,mining,2158,0.008341056533827619
1895,51,mining,2934,0.017382413087934562
1896,39,mining,3517,0.011088996303667898
1897,29,mining,2867,0.010115102895012208
1898,28,mining,2951,0.009488309047780414
1899,43,mining,2470,0.017408906882591092
1900,28,mining,4199,0.006668254346272922
1901,49,mining,3443,0.014231774615161197
1902,79,mining,5941,0.013297424675980475
1903,66,mining,2221,0.029716343989194056
1904,69,mining,3296,0.020934466019417477
1905,75,mining,3447,0.02175805047867711
1906,99,mining,5193,0.019064124783362217
1907,118,mining,4386,0.026903784769721842
1908,71,mining,5474,0.012970405553525757
1909,105,mining,6443,0.016296756169486264
1910,110,mining,5008,0.02196485623003195
1804,6,potato,168,0.03571428571428571
1805,1,potato,46,0.021739130434782608
1808,7,potato,111,0.06306306306306306
1809,4,potato,196,0.02040816326530612
1810,2,potato,69,0.028985507246376812
1811,3,potato,211,0.014218009478672985
1812,3,potato,251,0.01195219123505976
1813,1,potato,105,0.009523809523809525
1814,8,potato,136,0.058823529411764705
1815,10,potato,247,0.04048582995951417
1817,1,potato,223,0.004484304932735426
1818,3,potato,160,0.01875
1819,9,potato,378,0.023809523809523808
1820,2,potato,219,0.0091324200913242
1821,1,potato,195,0.005128205128205128
1822,2,potato,189,0.010582010582010581
1823,3,potato,226,0.01327433628318584
1824,4,potato,313,0.012779552715654952
1825,4,potato,118,0.03389830508474576
1826,22,potato,223,0.09865470852017937
1827,7,potato,60,0.11666666666666667
1828,9,potato,221,0.04072398190045249
1830,10,potato,717,0.01394700139470014
1831,14,potato,932,0.015021459227467811
1832,4,potato,630,0.006349206349206349
1833,9,potato,519,0.017341040462427744
1834,9,potato,483,0.018633540372670808
1835,6,potato,627,0.009569377990430622
1836,8,potato,604,0.013245033112582781
1837,7,potato,497,0.014084507042253521
1838,6,potato,373,0.0160857908847185
1839,21,potato,517,0.04061895551257253
1840,6,potato,469,0.01279317697228145
1841,31,potato,528,0.058712121212121215
1842,60,potato,811,0.07398273736128237
1843,25,potato,624,0.04006410256410257
1844,5,potato,290,0.017241379310344827
1845,12,potato,636,0.018867924528301886
1846,37,potato,597,0.06197654941373534
1847,26,potato,794,0.0327455919395466
1848,15,potato,438,0.03424657534246575
1849,1,potato,487,0.002053388090349076
1850,7,potato,535,0.013084112149532711
1851,5,potato,283,0.0176678445229682
1852,4,potato,579,0.0069084628670120895
1853,1,potato,555,0.0018018018018018018
1854,4,potato,667,0.005997001499250375
1855,3,potato,764,0.003926701570680628
1857,1,potato,724,0.0013812154696132596
1858,1,potato,610,0.001639344262295082
1859,1,potato,377,0.002652519893899204
1861,3,potato,576,0.005208333333333333
1862,2,potato,449,0.004454342984409799
1863,6,potato,589,0.010186757215619695
1864,4,potato,439,0.009111617312072893
1865,5,potato,528,0.00946969696969697
1866,2,potato,419,0.00477326968973747
1867,5,potato,717,0.00697350069735007
1869,8,potato,631,0.012678288431061807
1870,2,potato,684,0.0029239766081871343
1871,1,potato,792,0.0012626262626262627
1872,2,potato,607,0.0032948929159802307
1873,5,potato,746,0.006702412868632708
1874,5,potato,495,0.010101010101010102
1875,7,potato,865,0.008092485549132947
1876,7,potato,933,0.007502679528403001
1877,4,potato,893,0.004479283314669653
1878,13,potato,945,0.013756613756613757
1879,10,potato,846,0.01182033096926714
1880,20,potato,1264,0.015822784810126583
1881,10,potato,1629,0.006138735420503376
1882,9,potato,1477,0.006093432633716994
1883,31,potato,2947,0.010519172039362062
1884,19,potato,2168,0.008763837638376383
1885,21,potato,1549,0.01355713363460297
1886,41,potato,2811,0.014585556741373178
1887,74,potato,4399,0.016822005001136623
1888,65,potato,4589,0.014164305949008499
1889,55,potato,2889,0.01903772931810315
1890,36,potato,3259,0.01104633323105247
1891,7,potato,810,0.008641975308641974
1892,15,potato,2028,0.0073964497041420114
1893,19,potato,2045,0.009290953545232274
1894,18,potato,2158,0.008341056533827619
1895,51,potato,2934,0.017382413087934562
1896,39,potato,3517,0.011088996303667898
1897,29,potato,2867,0.010115102895012208
1898,28,potato,2951,0.009488309047780414
1899,43,potato,2470,0.017408906882591092
1900,28,potato,4199,0.006668254346272922
1901,49,potato,3443,0.014231774615161197
1902,79,potato,5941,0.013297424675980475
1903,66,potato,2221,0.029716343989194056
1904,69,potato,3296,0.020934466019417477
1905,75,potato,3447,0.02175805047867711
1906,99,potato,5193,0.019064124783362217
1907,118,potato,4386,0.026903784769721842
1908,71,potato,5474,0.012970405553525757
1909,105,potato,6443,0.016296756169486264
1910,110,potato,5008,0.02196485623003195
1804,6,farm,168,0.03571428571428571
1805,1,farm,46,0.021739130434782608
1808,7,farm,111,0.06306306306306306
1809,4,farm,196,0.02040816326530612
1810,2,farm,69,0.028985507246376812
1811,3,farm,211,0.014218009478672985
1812,3,farm,251,0.01195219123505976
1813,1,farm,105,0.009523809523809525
1814,8,farm,136,0.058823529411764705
1815,10,farm,247,0.04048582995951417
1817,1,farm,223,0.004484304932735426
1818,3,farm,160,0.01875
1819,9,farm,378,0.023809523809523808
1820,2,farm,219,0.0091324200913242
1821,1,farm,195,0.005128205128205128
1822,2,farm,189,0.010582010582010581
1823,3,farm,226,0.01327433628318584
1824,4,farm,313,0.012779552715654952
1825,4,farm,118,0.03389830508474576
1826,22,farm,223,0.09865470852017937
1827,7,farm,60,0.11666666666666667
1828,9,farm,221,0.04072398190045249
1830,10,farm,717,0.01394700139470014
1831,14,farm,932,0.015021459227467811
1832,4,farm,630,0.006349206349206349
1833,9,farm,519,0.017341040462427744
1834,9,farm,483,0.018633540372670808
1835,6,farm,627,0.009569377990430622
1836,8,farm,604,0.013245033112582781
1837,7,farm,497,0.014084507042253521
1838,6,farm,373,0.0160857908847185
1839,21,farm,517,0.04061895551257253
1840,6,farm,469,0.01279317697228145
1841,31,farm,528,0.058712121212121215
1842,60,farm,811,0.07398273736128237
1843,25,farm,624,0.04006410256410257
1844,5,farm,290,0.017241379310344827
1845,12,farm,636,0.018867924528301886
1846,37,farm,597,0.06197654941373534
1847,26,farm,794,0.0327455919395466
1848,15,farm,438,0.03424657534246575
1849,1,farm,487,0.002053388090349076
1850,7,farm,535,0.013084112149532711
1851,5,farm,283,0.0176678445229682
1852,4,farm,579,0.0069084628670120895
1853,1,farm,555,0.0018018018018018018
1854,4,farm,667,0.005997001499250375
1855,3,farm,764,0.003926701570680628
1857,1,farm,724,0.0013812154696132596
1858,1,farm,610,0.001639344262295082
1859,1,farm,377,0.002652519893899204
1861,3,farm,576,0.005208333333333333
1862,2,farm,449,0.004454342984409799
1863,6,farm,589,0.010186757215619695
1864,4,farm,439,0.009111617312072893
1865,5,farm,528,0.00946969696969697
1866,2,farm,419,0.00477326968973747
1867,5,farm,717,0.00697350069735007
1869,8,farm,631,0.012678288431061807
1870,2,farm,684,0.0029239766081871343
1871,1,farm,792,0.0012626262626262627
1872,2,farm,607,0.0032948929159802307
1873,5,farm,746,0.006702412868632708
1874,5,farm,495,0.010101010101010102
1875,7,farm,865,0.008092485549132947
1876,7,farm,933,0.007502679528403001
1877,4,farm,893,0.004479283314669653
1878,13,farm,945,0.013756613756613757
1879,10,farm,846,0.01182033096926714
1880,20,farm,1264,0.015822784810126583
1881,10,farm,1629,0.006138735420503376
1882,9,farm,1477,0.006093432633716994
1883,31,farm,2947,0.010519172039362062
1884,19,farm,2168,0.008763837638376383
1885,21,farm,1549,0.01355713363460297
1886,41,farm,2811,0.014585556741373178
1887,74,farm,4399,0.016822005001136623
1888,65,farm,4589,0.014164305949008499
1889,55,farm,2889,0.01903772931810315
1890,36,farm,3259,0.01104633323105247
1891,7,farm,810,0.008641975308641974
1892,15,farm,2028,0.0073964497041420114
1893,19,farm,2045,0.009290953545232274
1894,18,farm,2158,0.008341056533827619
1895,51,farm,2934,0.017382413087934562
1896,39,farm,3517,0.011088996303667898
1897,29,farm,2867,0.010115102895012208
1898,28,farm,2951,0.009488309047780414
1899,43,farm,2470,0.017408906882591092
1900,28,farm,4199,0.006668254346272922
1901,49,farm,3443,0.014231774615161197
1902,79,farm,5941,0.013297424675980475
1903,66,farm,2221,0.029716343989194056
1904,69,farm,3296,0.020934466019417477
1905,75,farm,3447,0.02175805047867711
1906,99,farm,5193,0.019064124783362217
1907,118,farm,4386,0.026903784769721842
1908,71,farm,5474,0.012970405553525757
1909,105,farm,6443,0.016296756169486264
1910,110,farm,5008,0.02196485623003195
1804,6,fishery,168,0.03571428571428571
1805,1,fishery,46,0.021739130434782608
1808,7,fishery,111,0.06306306306306306
1809,4,fishery,196,0.02040816326530612
1810,2,fishery,69,0.028985507246376812
1811,3,fishery,211,0.014218009478672985
1812,3,fishery,251,0.01195219123505976
1813,1,fishery,105,0.009523809523809525
1814,8,fishery,136,0.058823529411764705
1815,10,fishery,247,0.04048582995951417
1817,1,fishery,223,0.004484304932735426
1818,3,fishery,160,0.01875
1819,9,fishery,378,0.023809523809523808
1820,2,fishery,219,0.0091324200913242
1821,1,fishery,195,0.005128205128205128
1822,2,fishery,189,0.010582010582010581
1823,3,fishery,226,0.01327433628318584
1824,4,fishery,313,0.012779552715654952
1825,4,fishery,118,0.03389830508474576
1826,22,fishery,223,0.09865470852017937
1827,7,fishery,60,0.11666666666666667
1828,9,fishery,221,0.04072398190045249
1830,10,fishery,717,0.01394700139470014
1831,14,fishery,932,0.015021459227467811
1832,4,fishery,630,0.006349206349206349
1833,9,fishery,519,0.017341040462427744
1834,9,fishery,483,0.018633540372670808
1835,6,fishery,627,0.009569377990430622
1836,8,fishery,604,0.013245033112582781
1837,7,fishery,497,0.014084507042253521
1838,6,fishery,373,0.0160857908847185
1839,21,fishery,517,0.04061895551257253
1840,6,fishery,469,0.01279317697228145
1841,31,fishery,528,0.058712121212121215
1842,60,fishery,811,0.07398273736128237
1843,25,fishery,624,0.04006410256410257
1844,5,fishery,290,0.017241379310344827
1845,12,fishery,636,0.018867924528301886
1846,37,fishery,597,0.06197654941373534
1847,26,fishery,794,0.0327455919395466
1848,15,fishery,438,0.03424657534246575
1849,1,fishery,487,0.002053388090349076
1850,7,fishery,535,0.013084112149532711
1851,5,fishery,283,0.0176678445229682
1852,4,fishery,579,0.0069084628670120895
1853,1,fishery,555,0.0018018018018018018
1854,4,fishery,667,0.005997001499250375
1855,3,fishery,764,0.003926701570680628
1857,1,fishery,724,0.0013812154696132596
1858,1,fishery,610,0.001639344262295082
1859,1,fishery,377,0.002652519893899204
1861,3,fishery,576,0.005208333333333333
1862,2,fishery,449,0.004454342984409799
1863,6,fishery,589,0.010186757215619695
1864,4,fishery,439,0.009111617312072893
1865,5,fishery,528,0.00946969696969697
1866,2,fishery,419,0.00477326968973747
1867,5,fishery,717,0.00697350069735007
1869,8,fishery,631,0.012678288431061807
1870,2,fishery,684,0.0029239766081871343
1871,1,fishery,792,0.0012626262626262627
1872,2,fishery,607,0.0032948929159802307
1873,5,fishery,746,0.006702412868632708
1874,5,fishery,495,0.010101010101010102
1875,7,fishery,865,0.008092485549132947
1876,7,fishery,933,0.007502679528403001
1877,4,fishery,893,0.004479283314669653
1878,13,fishery,945,0.013756613756613757
1879,10,fishery,846,0.01182033096926714
1880,20,fishery,1264,0.015822784810126583
1881,10,fishery,1629,0.006138735420503376
1882,9,fishery,1477,0.006093432633716994
1883,31,fishery,2947,0.010519172039362062
1884,19,fishery,2168,0.008763837638376383
1885,21,fishery,1549,0.01355713363460297
1886,41,fishery,2811,0.014585556741373178
1887,74,fishery,4399,0.016822005001136623
1888,65,fishery,4589,0.014164305949008499
1889,55,fishery,2889,0.01903772931810315
1890,36,fishery,3259,0.01104633323105247
1891,7,fishery,810,0.008641975308641974
1892,15,fishery,2028,0.0073964497041420114
1893,19,fishery,2045,0.009290953545232274
1894,18,fishery,2158,0.008341056533827619
1895,51,fishery,2934,0.017382413087934562
1896,39,fishery,3517,0.011088996303667898
1897,29,fishery,2867,0.010115102895012208
1898,28,fishery,2951,0.009488309047780414
1899,43,fishery,2470,0.017408906882591092
1900,28,fishery,4199,0.006668254346272922
1901,49,fishery,3443,0.014231774615161197
1902,79,fishery,5941,0.013297424675980475
1903,66,fishery,2221,0.029716343989194056
1904,69,fishery,3296,0.020934466019417477
1905,75,fishery,3447,0.02175805047867711
1906,99,fishery,5193,0.019064124783362217
1907,118,fishery,4386,0.026903784769721842
1908,71,fishery,5474,0.012970405553525757
1909,105,fishery,6443,0.016296756169486264
1910,110,fishery,5008,0.02196485623003195
